Refactoring Type	Source Method	Target Class
Move Method	org.killbill.billing.entitlement.engine.core.EventsStreamBuilder::buildForEntitlement(List<BlockingState>, ImmutableAccountData, SubscriptionBaseBundle, SubscriptionBase, SubscriptionBase, List<SubscriptionBase>, InternalTenantContext):EventsStream	org.killbill.billing.entitlement.dao.OptimizedProxyBlockingStateDao
Move Method	org.killbill.billing.entitlement.engine.core.EventsStreamBuilder::findBaseSubscription(Iterable<SubscriptionBase>):SubscriptionBase	org.killbill.billing.entitlement.dao.OptimizedProxyBlockingStateDao
Move Method	org.killbill.billing.entitlement.DefaultEntitlementService::blockAddOnsIfRequired(EntitlementNotificationKey, DefaultEntitlement, TenantContext, InternalCallContext):void	org.killbill.billing.entitlement.api.DefaultEntitlement
Move Method	org.killbill.billing.entitlement.EntitlementTestSuiteWithEmbeddedDB::configureShiro():void	org.killbill.billing.entitlement.engine.core.EntitlementUtils
Move Method	org.killbill.billing.entitlement.dao.ProxyBlockingStateDao::findEntitlementCancellationBlockingState(UUID, Iterable<BlockingState>):BlockingState	org.killbill.billing.entitlement.engine.core.EventsStreamBuilder
Move Method	org.killbill.billing.entitlement.api.DefaultEntitlement::setBlockingStates(Iterable<BlockingState>, InternalCallContext):void	org.killbill.billing.entitlement.engine.core.EntitlementUtils
Move Method	org.killbill.billing.entitlement.dao.OptimizedProxyBlockingStateDao::getBlockingHistory(List<BlockingState>, List<BlockingState>, ImmutableAccountData, SubscriptionBaseBundle, SubscriptionBase, SubscriptionBase, List<SubscriptionBase>, InternalTenantContext):List<BlockingState>	org.killbill.billing.entitlement.engine.core.EventsStreamBuilder
Move Method	org.killbill.billing.entitlement.api.svcs.DefaultEntitlementApiBase::blockUnblockBundle(UUID, String, String, LocalDate, boolean, boolean, boolean, SubscriptionBase, InternalCallContext):UUID	org.killbill.billing.entitlement.api.EntitlementDateHelper
Move Method	org.killbill.billing.entitlement.dao.ProxyBlockingStateDao::addBlockingStatesNotOnDisk(List<BlockingState>, InternalTenantContext):List<BlockingState>	org.killbill.billing.entitlement.engine.core.EventsStreamBuilder
Move Method	org.killbill.billing.entitlement.api.DefaultEntitlement::getLocalDateFromEntitlementPolicy(EntitlementActionPolicy):LocalDate	org.killbill.billing.entitlement.api.EntitlementDateHelper
