Refactoring Type	Source Method	Target Class
Move Method	org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping::updateConsumesCondition(RequestMappingInfo, Method):void	org.springframework.web.servlet.mvc.method.RequestMappingInfo
Move Method	org.springframework.web.servlet.view.feed.AtomFeedViewTests::render():void	org.springframework.web.servlet.view.feed.AbstractAtomFeedView
Move Method	org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport::mvcResourceUrlProvider():ResourceUrlProvider	org.springframework.web.servlet.config.annotation.PathMatchConfigurer
Move Method	org.springframework.web.servlet.DispatcherServlet::doDispatch(HttpServletRequest, HttpServletResponse):void	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandlerTests::createReturnValueParam(String):MethodParameter	org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
Move Method	org.springframework.web.servlet.view.ContentNegotiatingViewResolver::getProducibleMediaTypes(HttpServletRequest):List<MediaType>	org.springframework.web.servlet.View
Move Method	org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport::mvcPathMatcher():PathMatcher	org.springframework.web.servlet.config.annotation.PathMatchConfigurer
Move Method	org.springframework.web.servlet.config.annotation.DelegatingWebMvcConfiguration::setConfigurers(List<WebMvcConfigurer>):void	org.springframework.web.servlet.config.annotation.WebMvcConfigurerComposite
Move Method	org.springframework.web.servlet.mvc.method.annotation.CrossOriginTests::getCorsConfiguration(HandlerExecutionChain, boolean):CorsConfiguration	org.springframework.web.servlet.HandlerExecutionChain
Move Method	org.springframework.web.servlet.DispatcherServlet::processHandlerException(HttpServletRequest, HttpServletResponse, Object, Exception):ModelAndView	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver::isBindExceptionRequired(WebDataBinder, MethodParameter):boolean	org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
Move Method	org.springframework.web.servlet.view.UrlBasedViewResolver::applyLifecycleMethods(String, AbstractUrlBasedView):View	org.springframework.web.servlet.view.AbstractUrlBasedView
Move Method	org.springframework.web.servlet.resource.ResourceUrlEncodingFilter.ResourceUrlEncodingRequestWrapper::resolveUrlPath(String):String	org.springframework.web.servlet.resource.ResourceUrlProvider
Move Method	org.springframework.web.servlet.tags.form.OptionWriter::getDisplayString(Object):String	org.springframework.web.servlet.support.BindStatus
Move Method	org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolverTests::supportedParams(ServletRequest, MultipartRequest, HttpSession, Principal, Locale, InputStream, Reader, WebRequest, TimeZone, ZoneId, HttpMethod, PushBuilder):void	org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolver
Move Method	org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver::validateIfApplicable(WebDataBinder, MethodParameter):void	org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
Move Method	org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver::readWithMessageConverters(HttpInputMessage, MethodParameter, Type):Object	org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
Move Method	org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandlerTests::returnType(Class<?>, String):MethodParameter	org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandler
Move Method	org.springframework.web.servlet.resource.AppCacheManifestTransformer::processLine(LineInfo, HttpServletRequest, Resource, ResourceTransformerChain):LineOutput	org.springframework.web.servlet.resource.ResourceTransformerChain
Move Method	org.springframework.web.servlet.DispatcherServlet::resolveViewName(String, Map<String,Object>, Locale, HttpServletRequest):View	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver::readWithMessageConverters(NativeWebRequest, MethodParameter, Type):Object	org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
Move Method	org.springframework.web.servlet.resource.ResourceUrlEncodingFilterTests::createResourceUrlProvider(List<ResourceResolver>):ResourceUrlProvider	org.springframework.web.servlet.resource.ResourceUrlEncodingFilter
