Refactoring Type	Source Method	Target Class
Move Method	org.springframework.web.servlet.resource.ResourceHttpRequestHandler::setHeaders(HttpServletResponse, Resource, MediaType):void	org.springframework.web.servlet.resource.ResourceTransformerChain
Move Method	org.springframework.web.servlet.DispatcherServlet::noHandlerFound(HttpServletRequest, HttpServletResponse):void	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.DispatcherServlet::applyDefaultViewName(HttpServletRequest, ModelAndView):void	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.DispatcherServlet::getDefaultViewName(HttpServletRequest):String	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.handler.CorsAbstractHandlerMappingTests::getRequiredCorsConfiguration(HandlerExecutionChain, boolean):CorsConfiguration	org.springframework.web.servlet.HandlerExecutionChain
Move Method	org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandlerTests::getReturnValueParam(String):MethodParameter	org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
Move Method	org.springframework.web.servlet.handler.AbstractHandlerMethodMapping::createHandlerMethod(Object, Method):HandlerMethod	org.springframework.web.servlet.handler.HandlerMethodMappingNamingStrategy
Move Method	org.springframework.web.servlet.mvc.method.annotation.ServletAnnotationControllerHandlerMethodTests.RedirectAttributesController::sendMessage(TestBean, BindingResult, RedirectAttributes):String	org.springframework.web.servlet.mvc.support.RedirectAttributes
Move Method	org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolverTests.RedirectAttributesController::handleException(Exception, RedirectAttributes):String	org.springframework.web.servlet.mvc.support.RedirectAttributes
Move Method	org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport::getInterceptors(FormattingConversionService, ResourceUrlProvider):Object[]	org.springframework.web.servlet.resource.ResourceUrlProvider
Move Method	org.springframework.web.servlet.tags.form.FormTag::writeHiddenFields(Map<String,String>):void	org.springframework.web.servlet.tags.form.TagWriter
Move Method	org.springframework.web.servlet.mvc.ControllerTests::doTestServletForwardingController(ServletForwardingController, boolean):void	org.springframework.web.servlet.mvc.ServletForwardingController
Move Method	org.springframework.web.servlet.i18n.LocaleResolverTests::doTest(LocaleResolver, boolean):void	org.springframework.web.servlet.LocaleResolver
Move Method	org.springframework.web.servlet.resource.ResourceHttpRequestHandler::getMediaType(HttpServletRequest, Resource):MediaType	org.springframework.web.servlet.resource.ResourceResolverChain
Move Method	org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport::mvcUrlPathHelper():UrlPathHelper	org.springframework.web.servlet.config.annotation.PathMatchConfigurer
Move Method	org.springframework.web.servlet.mvc.method.annotation.ServletAnnotationControllerHandlerMethodTests.RedirectAttributesController::sendMessage(RedirectAttributes):ResponseEntity<Void>	org.springframework.web.servlet.mvc.support.RedirectAttributes
Move Method	org.springframework.web.servlet.resource.ResourceUrlEncodingFilter.ResourceUrlEncodingRequestWrapper::initLookupPath(ResourceUrlProvider):void	org.springframework.web.servlet.resource.ResourceUrlProvider
Move Method	org.springframework.web.servlet.view.feed.RssFeedViewTests::render():void	org.springframework.web.servlet.view.feed.AbstractRssFeedView
Move Method	org.springframework.web.servlet.DispatcherServlet::getHandler(HttpServletRequest):HandlerExecutionChain	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.mvc.method.annotation.HandlerMethodAnnotationDetectionTests::testRequestMappingMethod(Class<?>, boolean):void	org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
Move Method	org.springframework.web.servlet.DispatcherServlet::triggerAfterCompletion(HttpServletRequest, HttpServletResponse, HandlerExecutionChain, Exception):void	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.mvc.method.annotation.ResponseEntityExceptionHandlerTests::testException(Exception):ResponseEntity<Object>	org.springframework.web.servlet.mvc.method.annotation.ResponseEntityExceptionHandler
Move Method	org.springframework.web.servlet.function.support.RouterFunctionMapping::initMessageConverters():void	org.springframework.web.servlet.function.RouterFunction
Move Method	org.springframework.web.servlet.handler.AbstractHandlerMapping::getCorsHandlerExecutionChain(HttpServletRequest, HandlerExecutionChain, CorsConfiguration):HandlerExecutionChain	org.springframework.web.servlet.HandlerExecutionChain
Move Method	org.springframework.web.servlet.mvc.method.RequestMappingInfo::getCustomCondition():RequestCondition<?>	org.springframework.web.servlet.mvc.condition.RequestConditionHolder
Move Method	org.springframework.web.servlet.tags.form.AbstractHtmlElementTag::writeOptionalAttributes(TagWriter):void	org.springframework.web.servlet.tags.form.TagWriter
Move Method	org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport::mvcUriComponentsContributor(FormattingConversionService, RequestMappingHandlerAdapter):CompositeUriComponentsContributor	org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
Move Method	org.springframework.web.servlet.DispatcherServlet::cleanupMultipart(HttpServletRequest):void	org.springframework.web.servlet.LocaleResolver
Move Method	org.springframework.web.servlet.DispatcherServlet::render(ModelAndView, HttpServletRequest, HttpServletResponse):void	org.springframework.web.servlet.RequestToViewNameTranslator
Move Method	org.springframework.web.servlet.function.ToStringVisitorTests::testPredicate(RequestPredicate, String):void	org.springframework.web.servlet.function.RequestPredicate
