Refactoring Type	Source Method	Target Class
Move Method	org.drools.core.common.DefaultFactHandle.CompositeLinkedTuples::getPartitionTuples(Tuple):LinkedTuples	org.drools.core.spi.Tuple
Move Method	org.drools.core.definitions.rule.impl.RuleImpl::getTransformedLhs(LogicTransformer, Map<String,Class<?>>):GroupElement[]	org.drools.core.rule.LogicTransformer
Move Method	org.drools.core.rule.LogicTransformer::replaceDeclarations(DeclarationScopeResolver, Pattern, Constraint):void	org.drools.core.rule.Pattern
Move Method	org.drools.core.phreak.PhreakTimerNode.TimerAction::evaluateAndFireRule(PathMemory, InternalAgenda):void	org.drools.core.reteoo.PathMemory
Move Method	org.drools.core.reteoo.RuleUnlinkingTest::createNetworkNode(int, int, LeftTupleSource, RuleImpl):NetworkNode	org.drools.core.reteoo.RuleTerminalNode
Move Method	org.drools.core.definitions.rule.impl.RuleImpl::isEffective(Tuple, RuleTerminalNode, WorkingMemory):boolean	org.drools.core.spi.Enabled
Move Method	org.drools.core.rule.builder.dialect.asm.GeneratorHelper.DeclarationAccessorMethod::storeObjectFromDeclaration(Declaration, String, int):int	org.drools.core.rule.Declaration
Move Method	org.drools.core.rule.constraint.MvelConstraint::getParserConfiguration(InternalWorkingMemory):ParserConfiguration	org.drools.core.spi.InternalReadAccessor
Move Method	org.drools.core.base.ClassFieldAccessorCache::getClassObjectType(ClassObjectType, boolean):ClassObjectType	org.drools.core.base.ClassObjectType
Move Method	org.drools.core.reteoo.TraitObjectTypeNode::sameAndNotCoveredByDescendants(TraitProxy, BitSet):boolean	org.drools.core.factmodel.traits.TraitProxy
Move Method	org.drools.core.reteoo.ObjectTypeNode.ExpireJobContextTimerOutputMarshaller::write(JobContext, MarshallerWriteContext):void	org.drools.core.marshalling.impl.MarshallerWriteContext
Move Method	org.drools.core.reteoo.BetaNode::createRightTuple(InternalFactHandle, RightTupleSink, PropagationContext):RightTuple	org.drools.core.common.InternalFactHandle
Move Method	org.drools.core.reteoo.BetaNode::getRules():List<String>	org.drools.core.reteoo.LeftTupleSinkPropagator
Move Method	org.drools.core.reteoo.CompositeObjectSinkAdapter::doPropagateModifyObject(InternalFactHandle, ModifyPreviousTuples, PropagationContext, InternalWorkingMemory, ObjectSink):void	org.drools.core.reteoo.ObjectSink
Move Method	org.drools.core.base.ClassFieldAccessorStore::wire(ClassWireable):void	org.drools.core.base.ClassFieldAccessorCache
Move Method	org.drools.core.rule.LogicTransformer::replaceDeclarations(DeclarationScopeResolver, Accumulate):void	org.drools.core.rule.Accumulate
Move Method	org.drools.core.reteoo.builder.WindowBuilder::build(BuildContext, BuildUtils, WindowDeclaration):void	org.drools.core.rule.WindowDeclaration
Move Method	org.drools.core.base.mvel.MVELCompilationUnit::getCompiledExpression(MVELDialectRuntimeData, Object):Serializable	org.drools.core.rule.MVELDialectRuntimeData
Move Method	org.drools.core.rule.JavaDialectRuntimeData::checkSignature(ObjectInput, KeyStoreHelper, byte[], String):void	org.drools.core.util.KeyStoreHelper
Move Method	org.drools.core.reteoo.builder.BuildUtils::mergeNodes(BaseNode, BaseNode):void	org.drools.core.common.BaseNode
Move Method	org.drools.core.phreak.RuleExecutor::removeQueuedLeftTuple(Tuple):void	org.drools.core.util.BinaryHeapQueue
Move Method	org.drools.core.reteoo.LeftTupleSource::setSourcePartitionId(BaseNode, BuildContext, RuleBasePartitionId):void	org.drools.core.common.RuleBasePartitionId
Move Method	org.drools.core.reteoo.ModifyPreviousTuples::doDeleteObject(PropagationContext, InternalWorkingMemory, LeftTuple):void	org.drools.core.reteoo.LeftTuple
Move Method	org.drools.core.phreak.RuleExecutor::removeLeftTuple(Tuple):void	org.drools.core.util.index.TupleList
Move Method	org.drools.core.reteoo.AbstractTerminalNode::initDeclaredMask(BuildContext):void	org.drools.core.reteoo.builder.BuildContext
Move Method	org.drools.core.reteoo.QueryElementNode.UnificationNodeViewChangedEventListener::createResultRightTuple(QueryElementFactHandle, LeftTuple, boolean):RightTuple	org.drools.core.reteoo.LeftTuple
Move Method	org.drools.core.base.TraitHelper::reassignNodes(TraitableBean<K,X>, Collection<Thing<K>>):void	org.drools.core.factmodel.traits.TraitableBean
Move Method	org.drools.core.base.ClassFieldAccessorStore::getClassObjectType(ClassObjectType, boolean, AcceptsClassObjectType):ClassObjectType	org.drools.core.spi.AcceptsClassObjectType
Move Method	org.drools.core.rule.Pattern::isCompatibleWithFromReturnType(Class<?>):boolean	org.drools.core.rule.XpathBackReference
Move Method	org.drools.core.util.debug.SessionInspector::gatherNodeInfo(NetworkNode, Stack<NetworkNode>, StatefulKnowledgeSessionInfo):void	org.drools.core.util.debug.StatefulKnowledgeSessionInfo
Move Method	org.drools.core.base.TraitHelper::getTraitBoundary(TraitableBean<K,?>, boolean, boolean, Class):Collection<Thing>	org.drools.core.common.InternalWorkingMemoryActions
Move Method	org.drools.core.base.TemporalEvaluatorFactoryTest::checkEvaluatorMethodWithFieldValue(ValueType, InternalReadAccessor, Object[], Evaluator):void	org.drools.core.base.ValueType
Move Method	org.drools.core.rule.JavaDialectRuntimeData::sign(ObjectOutput, KeyStoreHelper, byte[]):void	org.drools.core.util.KeyStoreHelper
Move Method	org.drools.core.base.ClassFieldAccessorStore::removeType(TypeDeclaration):void	org.drools.core.rule.TypeDeclaration
Move Method	org.drools.core.reteoo.CompositeObjectSinkAdapter::doPropagateAssertObject(InternalFactHandle, PropagationContext, InternalWorkingMemory, ObjectSink):void	org.drools.core.reteoo.ObjectSink
Move Method	org.drools.core.phreak.PhreakTimerNode::createTrigger(TimerNode, InternalWorkingMemory, Timer, long, String[], Calendars, LeftTuple):Trigger	org.drools.core.time.impl.Timer
Move Method	org.drools.core.phreak.RuleNetworkEvaluator::doRiaNode2(InternalWorkingMemory, TupleSets<LeftTuple>, RightInputAdapterNode):void	org.drools.core.phreak.PhreakAccumulateNode
Move Method	org.drools.core.reteoo.BetaNode::doUpdateRightTuple(RightTuple, InternalWorkingMemory, BetaMemory):void	org.drools.core.reteoo.BetaMemory
Move Method	org.drools.core.reteoo.CompositeObjectSinkAdapterTest::testAlphaWithPredicate():void	org.drools.core.reteoo.builder.BuildContext
Move Method	org.drools.core.phreak.RuleNetworkEvaluator::evalQueryNode(PathMemory, NetworkNode, long, Memory, SegmentMemory[], int, TupleSets<LeftTuple>, InternalWorkingMemory, LinkedList<StackEntry>, TupleSets<LeftTuple>, LeftTupleSinkNode, TupleSets<LeftTuple>):boolean	org.drools.core.phreak.PhreakQueryNode
Move Method	org.drools.core.reteoo.compiled.ObjectTypeNodeParser::getClassFieldReaderForHashedAlpha(AlphaNode):ClassFieldReader	org.drools.core.reteoo.AlphaNode
Move Method	org.drools.core.base.TemporalEvaluatorFactoryTest::checkEvaluatorMethodWith2Extractors(ValueType, InternalReadAccessor, Object[], Evaluator):void	org.drools.core.base.ValueType
Move Method	org.drools.core.reteoo.QueryElementNode::createDroolsQuery(LeftTuple, InternalFactHandle, StackEntry, List<PathMemory>, QueryElementNodeMemory, LeftTupleSink, InternalWorkingMemory):DroolsQuery	org.drools.core.phreak.StackEntry
Move Method	org.drools.core.reteoo.CompositeObjectSinkAdapterTest::testBeta():void	org.drools.core.reteoo.builder.BuildContext
Move Method	org.drools.core.base.ClassFieldAccessorStore::getFieldType(Class<?>, String):Class<?>	org.drools.core.base.ClassFieldAccessorCache
Move Method	org.drools.core.reteoo.builder.BuildUtils::createBetaNodeConstraint(BuildContext, List<BetaNodeFieldConstraint>, boolean):BetaConstraints	org.drools.core.reteoo.builder.BuildContext
Move Method	org.drools.core.factmodel.traits.TraitCoreWrapperClassBuilderImpl::initializeDynamicTypeStructures(MethodVisitor, String, ClassDefinition):void	org.drools.core.factmodel.ClassDefinition
Move Method	org.drools.core.rule.From::getResultClass():Class<?>	org.drools.core.rule.Pattern
Move Method	org.drools.core.common.DefaultAgenda::evaluateQueriesForRule(RuleAgendaItem):void	org.drools.core.phreak.RuleAgendaItem
Move Method	org.drools.core.common.DynamicEntryPoint::propagateInsert(InternalFactHandle):void	org.drools.core.reteoo.EntryPointNode
Move Method	org.drools.core.base.TraitHelper::update(FactHandle, Object, Activation):void	org.drools.core.common.InternalWorkingMemoryActions
Move Method	org.drools.core.common.PhreakPropagationContext::getAccessibleProperties(InternalWorkingMemory, Class<?>, String):List<String>	org.drools.core.marshalling.impl.MarshallerReaderContext
Move Method	org.drools.core.impl.StatefulKnowledgeSessionImpl::initInitialFact(InternalKnowledgeBase, InternalWorkingMemoryEntryPoint, EntryPointId, MarshallerReaderContext):InternalFactHandle	org.drools.core.marshalling.impl.MarshallerReaderContext
Move Method	org.drools.core.reteoo.BetaNode::doDeleteRightTuple(RightTuple, InternalWorkingMemory, BetaMemory):void	org.drools.core.reteoo.BetaMemory
Move Method	org.drools.core.base.TraitHelper::deleteWMAssertedTraitProxies(InternalFactHandle, RuleImpl, TerminalNode):void	org.drools.core.common.InternalWorkingMemoryEntryPoint
Move Method	org.drools.core.util.RightTupleIndexHashTableTest::setUp():void	org.drools.core.base.ClassFieldAccessorStore
Move Method	org.drools.core.base.TraitHelper::delete(FactHandle, Activation):void	org.drools.core.common.InternalWorkingMemoryActions
Move Method	org.drools.core.reteoo.builder.BuildUtils::isSharingEnabledForNode(BuildContext, BaseNode):boolean	org.drools.core.reteoo.builder.BuildContext
Move Method	org.drools.core.reteoo.SegmentMemory::createNodeMemory(MemoryFactory<T>, InternalWorkingMemory):T	org.drools.core.util.LinkedList
Move Method	org.drools.core.impl.StatefulKnowledgeSessionImpl::getActivationParameters(Tuple):Map	org.drools.core.common.InternalWorkingMemoryEntryPoint
Move Method	org.drools.core.reteoo.FromNode::calculateHashCode():int	org.drools.core.rule.From
Move Method	org.drools.core.common.DefaultAgenda::checkProcessInstance(Activation, long):boolean	org.drools.core.common.ActivationsFilter
Move Method	org.drools.core.impl.KnowledgeBaseImpl::checkMultithreadedEvaluation(RuleImpl):void	org.drools.core.definitions.rule.impl.RuleImpl
Move Method	org.drools.core.reteoo.PathMemory::isRuleDataDriven(InternalWorkingMemory, RuleImpl):boolean	org.drools.core.definitions.rule.impl.RuleImpl
Move Method	org.drools.core.reteoo.RuleUnlinkingWithSegmentMemoryTest::createNetworkNode(int, int, LeftTupleSource, RuleImpl):NetworkNode	org.drools.core.reteoo.RuleTerminalNode
Move Method	org.drools.core.reteoo.compiled.ObjectTypeNodeParser::traverseSinkLisk(ObjectSinkNodeList, NetworkHandler):void	org.drools.core.reteoo.ObjectSinkNodeList
Move Method	org.drools.core.base.TraitHelper::don(Activation, K, Class<T>, boolean, Mode[]):T	org.drools.core.common.InternalWorkingMemoryActions
Move Method	org.drools.core.phreak.RuleExecutor::addQueuedLeftTuple(Tuple):void	org.drools.core.util.BinaryHeapQueue
Move Method	org.drools.core.base.TemporalEvaluatorFactoryTest::runEvaluatorTest(Object[][], ValueType):void	org.drools.core.base.evaluators.EvaluatorRegistry
Move Method	org.drools.core.phreak.RuleExecutor::addLeftTuple(Tuple):void	org.drools.core.util.index.TupleList
Move Method	org.drools.core.reteoo.builder.ReteooRuleBuilderTest::testAddRuleWithPatterns():void	org.drools.core.reteoo.builder.ReteooRuleBuilder
Move Method	org.drools.core.reteoo.CompositeObjectSinkAdapterTest::setUp():void	org.drools.core.base.ClassFieldAccessorStore
Move Method	org.drools.core.factmodel.ClassBuilderTest::writeJar(byte[]):void	org.drools.core.rule.JavaDialectRuntimeData
Move Method	org.drools.core.audit.WorkingMemoryLogger::extractFactHandleIds(Activation):String	org.drools.core.spi.Activation
Move Method	org.drools.core.util.LeftLeftTupleIndexHashTableIteratorTest::getConstraint(String, Operator, String, Class):BetaNodeFieldConstraint	org.drools.core.base.evaluators.Operator
Move Method	org.drools.core.util.RightTupleIndexHashTableIteratorTest::getConstraint(String, Operator, String, Class):BetaNodeFieldConstraint	org.drools.core.base.evaluators.Operator
Move Method	org.drools.core.reteoo.QueryElementNode::initArgsTemplate(BuildContext):QueryArgument[]	org.drools.core.rule.QueryElement
Move Method	org.drools.core.factmodel.traits.AbstractTraitFactory::asTraitable(K, ClassDefinition):TraitableBean<K,CoreWrapper<K>>	org.drools.core.factmodel.ClassDefinition
Move Method	org.drools.core.common.BaseNode::remove(RuleRemovalContext, ReteooBuilder, InternalWorkingMemory[]):boolean	org.drools.core.reteoo.ReteooBuilder
Move Method	org.drools.core.reteoo.compiled.ObjectTypeNodeParser::getFirstAlphaNode(ObjectHashMap):AlphaNode	org.drools.core.util.ObjectHashMap
Move Method	org.drools.core.reteoo.FromNode::createRightTuple(LeftTuple, PropagationContext, InternalWorkingMemory, Object):RightTuple	org.drools.core.reteoo.LeftTuple
Move Method	org.drools.core.phreak.RuleNetworkEvaluator::switchOnDoBetaNode(NetworkNode, TupleSets<LeftTuple>, InternalWorkingMemory, TupleSets<LeftTuple>, TupleSets<LeftTuple>, LeftTupleSinkNode, BetaMemory, AccumulateMemory):void	org.drools.core.phreak.PhreakExistsNode
Move Method	org.drools.core.metadata.ModifyLiteral.ModifyTaskLiteral::computeModificationMasks(BitMask, List<String>, Object[], BitMask[], List<String>[]):void	org.drools.core.util.bitmask.BitMask
Move Method	org.drools.core.datasources.CursoredDataSource.DataSourceFactHandle::createFactHandleFor(WorkingMemoryEntryPoint, ObjectTypeConf):InternalFactHandle	org.drools.core.WorkingMemoryEntryPoint
Move Method	org.drools.core.rule.MVELDialectRuntimeData::getPackageClassLoader():ClassLoader	org.drools.core.rule.DialectRuntimeRegistry
Move Method	org.drools.core.rule.constraint.XpathConstraint::getReadAccessor():InternalReadAccessor	org.drools.core.rule.Declaration
Move Method	org.drools.core.phreak.RuleExecutor::cancelAndContinue(InternalWorkingMemory, RuleTerminalNode, RuleImpl, Tuple, AgendaFilter):boolean	org.drools.core.reteoo.RuleTerminalNode
Move Method	org.drools.core.reteoo.AccumulateNode::createResultFactHandle(PropagationContext, InternalWorkingMemory, LeftTuple, Object):InternalFactHandle	org.drools.core.reteoo.LeftTuple
Move Method	org.drools.core.rule.constraint.XpathConstraint.XpathChunk::getParametricType(Method):Class<?>	org.drools.core.base.ClassObjectType
Move Method	org.drools.core.reteoo.ReteooBuilder::removeNodes(AbstractTerminalNode, InternalWorkingMemory[], RuleRemovalContext):Collection<BaseNode>	org.drools.core.reteoo.AbstractTerminalNode
Move Method	org.drools.core.util.AbstractHashTable.FieldIndex::indexedValueOf(Tuple, boolean):Object	org.drools.core.rule.Declaration
Move Method	org.drools.core.rule.constraint.XpathConstraint.XpathChunk::getAccessor():Method	org.drools.core.base.ClassObjectType
Move Method	org.drools.core.reteoo.QueryElementNode::getActualArguments(LeftTuple, InternalWorkingMemory):Object[]	org.drools.core.reteoo.LeftTuple
Move Method	org.drools.core.reteoo.builder.BuildUtils::calculateTemporalDistance(GroupElement):TemporalDependencyMatrix	org.drools.core.rule.GroupElement
Move Method	org.drools.core.definitions.rule.impl.RuleImpl::isEnabled(Tuple, RuleTerminalNode, WorkingMemory):boolean	org.drools.core.spi.Enabled
Move Method	org.drools.core.reteoo.ObjectTypeNode::propagateAssert(InternalFactHandle, PropagationContext, InternalWorkingMemory):void	org.drools.core.reteoo.ObjectSinkPropagator
Move Method	org.drools.core.rule.constraint.XpathConstraint.XpathChunk::getReturnedClass():Class<?>	org.drools.core.base.ClassObjectType
Move Method	org.drools.core.phreak.RuleNetworkEvaluator::evaluateNetwork(PathMemory, RuleExecutor, InternalWorkingMemory):void	org.drools.core.reteoo.PathMemory
Move Method	org.drools.core.datasources.CursoredDataSource::internalUpdate(DataSourceFactHandle, Object, BitMask, Class<?>, Activation):void	org.drools.core.util.bitmask.BitMask
Move Method	org.drools.core.util.RBTreeTest::checkResults(RBTree<Integer,String>, int, int, int, int):void	org.drools.core.util.RBTree
Move Method	org.drools.core.reteoo.LeftInputAdapterNode::calculateSinkMask(BuildContext):BitMask	org.drools.core.reteoo.builder.BuildContext
