com_intellij_FileSetTestCase$ActualTest.java/[CN]/	com_intellij_testFramework_LightPlatformTestCase.java/[CN]/
com_intellij_codeInsight_ExternalAnnotationsNonProjectFileWritingAccessExtension.java/[CN]/	com_intellij_openapi_fileEditor_impl_NonProjectFileWritingAccessExtension.java/[CN]/
com_intellij_codeInsight_JavaRegExpModifierProvider.java/[CN]/	org_intellij_lang_regexp_RegExpModifierProvider.java/[CN]/
com_intellij_codeInsight_JavaTargetElementEvaluator.java/[CN]/	com_intellij_codeInsight_TargetElementEvaluatorEx2.java/[CN]/
com_intellij_codeInsight_JavaTargetElementEvaluator.java/[CN]/	com_intellij_codeInsight_TargetElementUtilExtender.java/[CN]/
com_intellij_codeInsight_ReadableExternalAnnotationsManager.java/[CN]/	com_intellij_codeInsight_BaseExternalAnnotationsManager.java/[CN]/
com_intellij_codeInsight_TailTypes$1.java/[CN]/	com_intellij_codeInsight_completion_simple_RParenthTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$10.java/[CN]/	com_intellij_codeInsight_completion_simple_ParenthesesTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$11.java/[CN]/	com_intellij_codeInsight_completion_simple_ParenthesesTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$2.java/[CN]/	com_intellij_codeInsight_completion_simple_RParenthTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$3.java/[CN]/	com_intellij_codeInsight_completion_simple_RParenthTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$4.java/[CN]/	com_intellij_codeInsight_completion_simple_RParenthTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$5.java/[CN]/	com_intellij_codeInsight_completion_simple_RParenthTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$6.java/[CN]/	com_intellij_codeInsight_completion_simple_ParenthesesTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$7.java/[CN]/	com_intellij_codeInsight_completion_simple_ParenthesesTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$8.java/[CN]/	com_intellij_codeInsight_completion_simple_ParenthesesTailType.java/[CN]/
com_intellij_codeInsight_TailTypes$9.java/[CN]/	com_intellij_codeInsight_completion_simple_ParenthesesTailType.java/[CN]/
com_intellij_codeInsight_TargetElementEvaluatorEx.java/[CN]/	com_intellij_codeInsight_TargetElementEvaluator.java/[CN]/
com_intellij_codeInsight_TargetElementEvaluatorEx2.java/[CN]/	com_intellij_codeInsight_TargetElementEvaluator.java/[CN]/
com_intellij_codeInsight_TargetElementUtil.java/[CN]/	com_intellij_codeInsight_TargetElementUtilBase.java/[CN]/
com_intellij_codeInsight_XmlTargetElementEvaluator.java/[CN]/	com_intellij_codeInsight_TargetElementEvaluatorEx2.java/[CN]/
com_intellij_codeInsight_actions_DirectoryFormattingOptions.java/[CN]/	com_intellij_codeInsight_actions_ReformatFilesOptions.java/[CN]/
com_intellij_codeInsight_actions_GenerateDTDAction.java/[CN]/	com_intellij_codeInsight_actions_BaseCodeInsightAction.java/[CN]/
com_intellij_codeInsight_actions_LayoutCodeDialog$1.java/[CN]/	com_intellij_codeInsight_actions_LayoutCodeOptions.java/[CN]/
com_intellij_codeInsight_actions_LayoutCodeOptions.java/[CN]/	com_intellij_codeInsight_actions_OptionalReformatActions.java/[CN]/
com_intellij_codeInsight_actions_LayoutDirectoryDialog.java/[CN]/	com_intellij_codeInsight_actions_DirectoryFormattingOptions.java/[CN]/
com_intellij_codeInsight_actions_LayoutDirectoryDialog.java/[CN]/	com_intellij_codeInsight_actions_LayoutProjectCodeDialog.java/[CN]/
com_intellij_codeInsight_actions_LayoutProjectCodeDialog.java/[CN]/	com_intellij_codeInsight_actions_ReformatFilesOptions.java/[CN]/
com_intellij_codeInsight_actions_MultiCaretCodeInsightAction$1.java/[CN]/	com_intellij_codeInsight_actions_MultiCaretCodeInsightActionHandler.java/[CN]/
com_intellij_codeInsight_actions_OptimizeImportsProcessor.java/[CN]/	com_intellij_codeInsight_actions_AbstractLayoutCodeProcessor.java/[CN]/
com_intellij_codeInsight_actions_RearrangeCodeProcessor.java/[CN]/	com_intellij_codeInsight_actions_AbstractLayoutCodeProcessor.java/[CN]/
com_intellij_codeInsight_actions_ReformatCodeProcessor.java/[CN]/	com_intellij_codeInsight_actions_AbstractLayoutCodeProcessor.java/[CN]/
com_intellij_codeInsight_actions_ReformatCodeRunOptions.java/[CN]/	com_intellij_codeInsight_actions_LayoutCodeOptions.java/[CN]/
com_intellij_codeInsight_actions_ReformatFilesDialog.java/[CN]/	com_intellij_codeInsight_actions_ReformatFilesOptions.java/[CN]/
com_intellij_codeInsight_actions_ReformatFilesOptions.java/[CN]/	com_intellij_codeInsight_actions_LayoutCodeOptions.java/[CN]/
com_intellij_codeInsight_actions_VcsAwareFormatChangedTextUtil.java/[CN]/	com_intellij_codeInsight_actions_FormatChangedTextUtil.java/[CN]/
com_intellij_codeInsight_completion_ArrayMemberAccess$1.java/[CN]/	com_intellij_codeInsight_lookup_ExpressionLookupItem.java/[CN]/
com_intellij_codeInsight_completion_AsyncCompletion.java/[CN]/	com_intellij_codeInsight_completion_CompletionThreading.java/[CN]/
com_intellij_codeInsight_completion_AsyncCompletion$1.java/[CN]/	com_intellij_codeInsight_completion_WeighingDelegate.java/[CN]/
com_intellij_codeInsight_completion_BasicExpressionCompletionContributor$1.java/[CN]/	com_intellij_psi_scope_BaseScopeProcessor.java/[CN]/
com_intellij_codeInsight_completion_CastingLookupElementDecorator.java/[CN]/	com_intellij_codeInsight_lookup_TypedLookupItem.java/[CN]/
com_intellij_codeInsight_completion_ChainedCallCompletion$1.java/[CN]/	com_intellij_codeInsight_completion_JavaChainLookupElement.java/[CN]/
com_intellij_codeInsight_completion_CollectConversion$MyLookupElement.java/[CN]/	com_intellij_codeInsight_lookup_TypedLookupItem.java/[CN]/
com_intellij_codeInsight_completion_CompletionAssertions$WatchingInsertionContext$1.java/[CN]/	com_intellij_codeInsight_completion_RangeMarkerSpy.java/[CN]/
com_intellij_codeInsight_completion_CompletionCharFilter.java/[CN]/	com_intellij_codeInsight_lookup_CharFilter.java/[CN]/
com_intellij_codeInsight_completion_CompletionData$1.java/[CN]/	com_intellij_codeInsight_completion_CompletionVariant.java/[CN]/
com_intellij_codeInsight_completion_CompletionLookupArranger.java/[CN]/	com_intellij_codeInsight_lookup_LookupArranger.java/[CN]/
com_intellij_codeInsight_completion_CompletionLookupArranger$AlphaClassifier.java/[CN]/	com_intellij_codeInsight_lookup_Classifier.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$1.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$BgCalculation.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$BgCalculation$2.java/[CN]/	com_intellij_openapi_editor_ex_FocusChangeListener.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$CommittingDocuments.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$InsertedSingleItem.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase$ZombiePhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$ItemsCalculated.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$NoSuggestionsHint.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase$ZombiePhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$Synchronous.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$ZombiePhase.java/[CN]/	com_intellij_codeInsight_completion_CompletionPhase.java/[CN]/
com_intellij_codeInsight_completion_CompletionPhase$ZombiePhase$1.java/[CN]/	com_intellij_ui_HintListener.java/[CN]/
com_intellij_codeInsight_completion_CompletionProgressIndicator.java/[CN]/	com_intellij_openapi_progress_util_ProgressIndicatorBase.java/[CN]/
com_intellij_codeInsight_completion_CompletionProgressIndicator$2.java/[CN]/	com_intellij_codeInsight_lookup_LookupAdapter.java/[CN]/
com_intellij_codeInsight_completion_CompletionUtil$1.java/[CN]/	com_intellij_codeInsight_completion_CompletionData.java/[CN]/
com_intellij_codeInsight_completion_ConstructorInsertHandler$1$1.java/[CN]/	com_intellij_codeInsight_template_TemplateEditingAdapter.java/[CN]/
com_intellij_codeInsight_completion_DtdCompletionData.java/[CN]/	com_intellij_codeInsight_completion_CompletionData.java/[CN]/
com_intellij_codeInsight_completion_DtdCompletionData$DtdEntityGetter.java/[CN]/	com_intellij_psi_filters_ContextGetter.java/[CN]/
com_intellij_codeInsight_completion_DtdCompletionData$MyInsertHandler.java/[CN]/	com_intellij_codeInsight_completion_BasicInsertHandler.java/[CN]/
com_intellij_codeInsight_completion_ExcludeFromCompletionLookupActionProvider.java/[CN]/	com_intellij_codeInsight_lookup_LookupActionProvider.java/[CN]/
com_intellij_codeInsight_completion_ExcludeFromCompletionLookupActionProvider$ExcludeFromCompletionAction.java/[CN]/	com_intellij_codeInsight_lookup_LookupElementAction.java/[CN]/
com_intellij_codeInsight_completion_ExtendedTagInsertHandler.java/[CN]/	com_intellij_codeInsight_completion_XmlTagInsertHandler.java/[CN]/
com_intellij_codeInsight_completion_ExtendedTagInsertHandler$1.java/[CN]/	com_intellij_xml_XmlNamespaceHelper$Runner.java/[CN]/
com_intellij_codeInsight_completion_FromArrayConversion$1.java/[CN]/	com_intellij_codeInsight_lookup_ExpressionLookupItem.java/[CN]/
com_intellij_codeInsight_completion_HtmlCompletionData.java/[CN]/	com_intellij_codeInsight_completion_XmlCompletionData.java/[CN]/
com_intellij_codeInsight_completion_ImportStaticLookupActionProvider.java/[CN]/	com_intellij_codeInsight_lookup_LookupActionProvider.java/[CN]/
com_intellij_codeInsight_completion_ImportStaticLookupActionProvider$1.java/[CN]/	com_intellij_codeInsight_lookup_LookupElementAction.java/[CN]/
com_intellij_codeInsight_completion_JavaChainLookupElement.java/[CN]/	com_intellij_codeInsight_lookup_TypedLookupItem.java/[CN]/
com_intellij_codeInsight_completion_JavaCharFilter.java/[CN]/	com_intellij_codeInsight_lookup_CharFilter.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionContributor$2.java/[CN]/	com_intellij_psi_filters_ClassFilter.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionContributor$3.java/[CN]/	com_intellij_psi_filters_ClassFilter.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionSorting$LiftShorterClasses.java/[CN]/	com_intellij_codeInsight_lookup_ClassifierFactory.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionSorting$LiftShorterClasses$1.java/[CN]/	com_intellij_codeInsight_completion_impl_LiftShorterItemsClassifier$LiftingCondition.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionUtil$1MyProcessor.java/[CN]/	com_intellij_psi_scope_BaseScopeProcessor.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionUtil$1MyProcessor.java/[CN]/	com_intellij_psi_scope_ElementClassHint.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionUtil$1MyProcessor.java/[CN]/	com_intellij_psi_scope_NameHint.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionUtil$2.java/[CN]/	com_intellij_psi_PsiTypeMapper.java/[CN]/
com_intellij_codeInsight_completion_JavaCompletionUtil$6.java/[CN]/	com_intellij_psi_impl_FakePsiElement.java/[CN]/
com_intellij_codeInsight_completion_JavaDocCompletionContributor$3.java/[CN]/	com_intellij_codeInsight_completion_JavaMethodCallElement.java/[CN]/
com_intellij_codeInsight_completion_JavaGlobalMemberLookupElement.java/[CN]/	com_intellij_codeInsight_completion_StaticallyImportable.java/[CN]/
com_intellij_codeInsight_completion_JavaKeywordCompletion$OverrideableSpace.java/[CN]/	com_intellij_codeInsight_lookup_TailTypeDecorator.java/[CN]/
com_intellij_codeInsight_completion_JavaMethodCallElement.java/[CN]/	com_intellij_codeInsight_completion_StaticallyImportable.java/[CN]/
com_intellij_codeInsight_completion_JavaMethodCallElement.java/[CN]/	com_intellij_codeInsight_lookup_LookupItem.java/[CN]/
com_intellij_codeInsight_completion_JavaMethodCallElement.java/[CN]/	com_intellij_codeInsight_lookup_TypedLookupItem.java/[CN]/
com_intellij_codeInsight_completion_JavaNoVariantsDelegator$1.java/[CN]/	com_intellij_codeInsight_completion_JavaNoVariantsDelegator$ResultTracker.java/[CN]/
com_intellij_codeInsight_completion_JavaProximityStatistician.java/[CN]/	com_intellij_psi_util_proximity_ProximityStatistician.java/[CN]/
com_intellij_codeInsight_completion_JavaPsiClassReferenceElement.java/[CN]/	com_intellij_codeInsight_lookup_LookupItem.java/[CN]/
com_intellij_codeInsight_completion_JavaPsiClassReferenceElement.java/[CN]/	com_intellij_codeInsight_lookup_TypedLookupItem.java/[CN]/
com_intellij_codeInsight_completion_JavaSmartCompletionContributor$4.java/[CN]/	com_intellij_codeInsight_completion_ExpectedTypeBasedCompletionProvider.java/[CN]/
com_intellij_codeInsight_completion_JavaStaticMemberProcessor.java/[CN]/	com_intellij_codeInsight_completion_StaticMemberProcessor.java/[CN]/
com_intellij_codeInsight_completion_JavaStaticMemberProcessor$1.java/[CN]/	com_intellij_codeInsight_lookup_VariableLookupItem.java/[CN]/
com_intellij_codeInsight_completion_JavaStaticMemberProcessor$GlobalMethodCallElement.java/[CN]/	com_intellij_codeInsight_completion_JavaMethodCallElement.java/[CN]/
com_intellij_codeInsight_completion_MethodReferenceCompletionProvider$JavaMethodReferenceElement.java/[CN]/	com_intellij_codeInsight_completion_JavaMethodCallElement.java/[CN]/
com_intellij_codeInsight_completion_NullSmartCompletionContributor$1.java/[CN]/	com_intellij_codeInsight_completion_ExpectedTypeBasedCompletionProvider.java/[CN]/
com_intellij_codeInsight_completion_PriorityWeigher$Negative.java/[CN]/	com_intellij_codeInsight_completion_PriorityWeigher.java/[CN]/
com_intellij_codeInsight_completion_ShowHideIntentionIconLookupAction.java/[CN]/	com_intellij_codeInsight_lookup_LookupElementAction.java/[CN]/
com_intellij_codeInsight_completion_SmartCompletionDecorator.java/[CN]/	com_intellij_codeInsight_lookup_TailTypeDecorator.java/[CN]/
com_intellij_codeInsight_completion_SmartCompletionTemplateItem.java/[CN]/	com_intellij_codeInsight_lookup_TypedLookupItem.java/[CN]/
com_intellij_codeInsight_completion_SmartCompletionTemplateItem.java/[CN]/	com_intellij_codeInsight_template_impl_LiveTemplateLookupElementImpl.java/[CN]/
com_intellij_codeInsight_completion_StatisticsWeigher$LookupStatisticsWeigher.java/[CN]/	com_intellij_codeInsight_lookup_Classifier.java/[CN]/
com_intellij_codeInsight_completion_SyncCompletion.java/[CN]/	com_intellij_codeInsight_completion_CompletionThreading.java/[CN]/
com_intellij_codeInsight_completion_SyncCompletion$1.java/[CN]/	com_intellij_codeInsight_completion_WeighingDelegate.java/[CN]/
com_intellij_codeInsight_completion_ToArrayConversion$1.java/[CN]/	com_intellij_codeInsight_lookup_ExpressionLookupItem.java/[CN]/
com_intellij_codeInsight_completion_WordCompletionContributor$2.java/[CN]/	com_intellij_psi_impl_cache_impl_id_IdTableBuilding$ScanWordProcessor.java/[CN]/
com_intellij_codeInsight_completion_XHtmlCompletionData.java/[CN]/	com_intellij_codeInsight_completion_HtmlCompletionData.java/[CN]/
com_intellij_codeInsight_completion_XmlCharFilter.java/[CN]/	com_intellij_codeInsight_lookup_CharFilter.java/[CN]/
com_intellij_codeInsight_completion_XmlCompletionData.java/[CN]/	com_intellij_codeInsight_completion_CompletionData.java/[CN]/
com_intellij_codeInsight_completion_XmlCompletionData$EntityRefGetter.java/[CN]/	com_intellij_psi_filters_ContextGetter.java/[CN]/
com_intellij_codeInsight_completion_XmlCompletionData$EntityRefInsertHandler.java/[CN]/	com_intellij_codeInsight_completion_BasicInsertHandler.java/[CN]/
com_intellij_codeInsight_completion_XmlCompletionData$SimpleTagContentEnumerationValuesGetter.java/[CN]/	com_intellij_psi_filters_ContextGetter.java/[CN]/
com_intellij_codeInsight_completion_XmlTagInsertHandler$1.java/[CN]/	com_intellij_codeInsight_template_TemplateEditingAdapter.java/[CN]/
com_intellij_codeInsight_completion_actions_BaseCodeCompletionAction.java/[CN]/	com_intellij_codeInsight_hint_HintManagerImpl$ActionToIgnore.java/[CN]/
