org_apache_maven_artifact_ant_RemoteRepository.java/[CN]/	org_apache_maven_artifact_ant_Repository.java/[CN]/
org_gradle_internal_resource_transport_file_FileResourceConnector.java/[CN]/	org_gradle_internal_resource_transport_ExternalResourceRepository.java/[CN]/
org_gradle_internal_resource_transport_file_FileTransport.java/[CN]/	org_gradle_internal_resource_transport_AbstractRepositoryTransport.java/[CN]/
org_gradle_internal_resource_transport_file_FileTransport$NoOpCacheAwareExternalResourceAccessor.java/[CN]/	org_gradle_internal_resource_transfer_CacheAwareExternalResourceAccessor.java/[CN]/
org_gradle_internal_resource_transport_http_DefaultHttpSettings.java/[CN]/	org_gradle_internal_resource_transport_http_HttpSettings.java/[CN]/
org_gradle_internal_resource_transport_http_DefaultSslContextFactory.java/[CN]/	org_gradle_internal_resource_transport_http_SslContextFactory.java/[CN]/
org_gradle_internal_resource_transport_http_HttpClientConfigurer$1.java/[CN]/	org_gradle_api_specs_Spec.java/[CN]/
org_gradle_internal_resource_transport_http_HttpConnectorFactory.java/[CN]/	org_gradle_internal_resource_connector_ResourceConnectorFactory.java/[CN]/
org_gradle_internal_resource_transport_http_HttpRequestException.java/[CN]/	org_gradle_api_UncheckedIOException.java/[CN]/
org_gradle_internal_resource_transport_http_HttpRequestException.java/[CN]/	org_gradle_internal_exceptions_Contextual.java/[CN]/
org_gradle_internal_resource_transport_http_HttpResourceAccessor.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceAccessor.java/[CN]/
org_gradle_internal_resource_transport_http_HttpResourceLister.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceLister.java/[CN]/
org_gradle_internal_resource_transport_http_HttpResourceUploader.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceUploader.java/[CN]/
org_gradle_internal_resource_transport_http_HttpResourcesPluginServiceRegistry.java/[CN]/	org_gradle_internal_service_scopes_PluginServiceRegistry.java/[CN]/
org_gradle_internal_resource_transport_http_HttpResponseResource.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceReadResponse.java/[CN]/
org_gradle_internal_resource_transport_http_JavaSystemPropertiesHttpProxySettings.java/[CN]/	org_gradle_internal_resource_transport_http_JavaSystemPropertiesProxySettings.java/[CN]/
org_gradle_internal_resource_transport_http_JavaSystemPropertiesProxySettings.java/[CN]/	org_gradle_internal_resource_transport_http_HttpProxySettings.java/[CN]/
org_gradle_internal_resource_transport_http_JavaSystemPropertiesSecureHttpProxySettings.java/[CN]/	org_gradle_internal_resource_transport_http_JavaSystemPropertiesProxySettings.java/[CN]/
org_gradle_internal_resource_transport_sftp_LockableSftpClient.java/[CN]/	org_gradle_internal_concurrent_Stoppable.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpClientFactory.java/[CN]/	org_gradle_internal_concurrent_Stoppable.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpClientFactory$DefaultLockableSftpClient.java/[CN]/	org_gradle_internal_resource_transport_sftp_LockableSftpClient.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpConnectorFactory.java/[CN]/	org_gradle_internal_resource_connector_ResourceConnectorFactory.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpResource.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceReadResponse.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpResourceAccessor.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceAccessor.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpResourceLister.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceLister.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpResourceUploader.java/[CN]/	org_gradle_internal_resource_transfer_ExternalResourceUploader.java/[CN]/
org_gradle_internal_resource_transport_sftp_SftpResourcesPluginServiceRegistry.java/[CN]/	org_gradle_internal_service_scopes_PluginServiceRegistry.java/[CN]/
org_gradle_internal_rules_ClosureBackedRuleAction.java/[CN]/	org_gradle_internal_rules_RuleAction.java/[CN]/
org_gradle_internal_rules_DefaultRuleActionAdapter.java/[CN]/	org_gradle_internal_rules_RuleActionAdapter.java/[CN]/
org_gradle_internal_rules_DefaultRuleActionValidator.java/[CN]/	org_gradle_internal_rules_RuleActionValidator.java/[CN]/
org_gradle_internal_rules_DefaultRuleActionValidator$ClassNameTransformer.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_rules_NoInputsRuleAction.java/[CN]/	org_gradle_internal_rules_RuleAction.java/[CN]/
org_gradle_internal_rules_RuleActionValidationException.java/[CN]/	org_gradle_api_GradleException.java/[CN]/
org_gradle_internal_rules_RuleSourceBackedRuleAction.java/[CN]/	org_gradle_internal_rules_RuleAction.java/[CN]/
org_gradle_internal_rules_RuleSourceBackedRuleAction$1.java/[CN]/	org_gradle_api_specs_Spec.java/[CN]/
org_gradle_internal_serialize_AbstractDecoder.java/[CN]/	org_gradle_internal_serialize_Decoder.java/[CN]/
org_gradle_internal_serialize_AbstractEncoder.java/[CN]/	org_gradle_internal_serialize_Encoder.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$BooleanSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$ByteArraySerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$EnumSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$FileSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$LongSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$StringMapSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$StringSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_BaseSerializerFactory$ThrowableSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_DefaultSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_DefaultSerializerRegistry.java/[CN]/	org_gradle_internal_serialize_SerializerRegistry.java/[CN]/
org_gradle_internal_serialize_DefaultSerializerRegistry$TaggedTypeSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_ExceptionPlaceholder$1.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_ExceptionPlaceholder$2.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_ExceptionReplacingObjectInputStream.java/[CN]/	org_gradle_internal_io_ClassLoaderObjectInputStream.java/[CN]/
org_gradle_internal_serialize_ExceptionReplacingObjectInputStream$1.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_ExceptionReplacingObjectInputStream$2.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_ExceptionReplacingObjectInputStream$3.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_ExceptionReplacingObjectOutputStream$1.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_ExceptionReplacingObjectOutputStream$2.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_serialize_FlushableEncoder.java/[CN]/	org_gradle_internal_serialize_Encoder.java/[CN]/
org_gradle_internal_serialize_HashCodeSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_InputStreamBackedDecoder.java/[CN]/	org_gradle_internal_serialize_AbstractDecoder.java/[CN]/
org_gradle_internal_serialize_InputStreamBackedDecoder.java/[CN]/	org_gradle_internal_serialize_Decoder.java/[CN]/
org_gradle_internal_serialize_ListSerializer.java/[CN]/	org_gradle_internal_serialize_AbstractCollectionSerializer.java/[CN]/
org_gradle_internal_serialize_ListSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_MapSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_NullSafeStringSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_OutputStreamBackedEncoder.java/[CN]/	org_gradle_internal_serialize_AbstractEncoder.java/[CN]/
org_gradle_internal_serialize_OutputStreamBackedEncoder.java/[CN]/	org_gradle_internal_serialize_FlushableEncoder.java/[CN]/
org_gradle_internal_serialize_Serializers$StatefulSerializerAdapter.java/[CN]/	org_gradle_internal_serialize_StatefulSerializer.java/[CN]/
org_gradle_internal_serialize_Serializers$StatefulSerializerAdapter$1.java/[CN]/	org_gradle_internal_serialize_ObjectReader.java/[CN]/
org_gradle_internal_serialize_Serializers$StatefulSerializerAdapter$2.java/[CN]/	org_gradle_internal_serialize_ObjectWriter.java/[CN]/
org_gradle_internal_serialize_SetSerializer.java/[CN]/	org_gradle_internal_serialize_AbstractCollectionSerializer.java/[CN]/
org_gradle_internal_serialize_SetSerializer.java/[CN]/	org_gradle_internal_serialize_Serializer.java/[CN]/
org_gradle_internal_serialize_TopLevelExceptionPlaceholder.java/[CN]/	org_gradle_internal_serialize_ExceptionPlaceholder.java/[CN]/
org_gradle_internal_serialize_kryo_KryoBackedDecoder.java/[CN]/	org_gradle_internal_serialize_AbstractDecoder.java/[CN]/
org_gradle_internal_serialize_kryo_KryoBackedDecoder.java/[CN]/	org_gradle_internal_serialize_Decoder.java/[CN]/
org_gradle_internal_serialize_kryo_KryoBackedEncoder.java/[CN]/	org_gradle_internal_serialize_AbstractEncoder.java/[CN]/
org_gradle_internal_serialize_kryo_KryoBackedEncoder.java/[CN]/	org_gradle_internal_serialize_FlushableEncoder.java/[CN]/
org_gradle_internal_serialize_kryo_TypeSafeSerializer.java/[CN]/	org_gradle_internal_serialize_StatefulSerializer.java/[CN]/
org_gradle_internal_serialize_kryo_TypeSafeSerializer$1.java/[CN]/	org_gradle_internal_serialize_ObjectReader.java/[CN]/
org_gradle_internal_serialize_kryo_TypeSafeSerializer$2.java/[CN]/	org_gradle_internal_serialize_ObjectWriter.java/[CN]/
org_gradle_internal_service_CachingServiceLocator.java/[CN]/	org_gradle_internal_service_ServiceLocator.java/[CN]/
org_gradle_internal_service_DefaultServiceLocator.java/[CN]/	org_gradle_internal_service_ServiceLocator.java/[CN]/
org_gradle_internal_service_DefaultServiceLocator$ServiceFactory.java/[CN]/	org_gradle_internal_Factory.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry.java/[CN]/	org_gradle_internal_service_ServiceRegistry.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$1.java/[CN]/	org_gradle_internal_service_ServiceRegistration.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$2.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$ServiceProvider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$CachingProvider.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$Provider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$ClassSpec.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$TypeSpec.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$CompositeProvider.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$Provider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$ConstructorService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$FactoryService.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$DecoratorMethodService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$SingletonService.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$DefaultLookupContext.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$LookupContext.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$DefaultLookupContext$1.java/[CN]/	org_gradle_internal_util_BiFunction.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$DefaultLookupContext$2.java/[CN]/	org_gradle_internal_util_BiFunction.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$DefaultLookupContext$3.java/[CN]/	org_gradle_internal_util_BiFunction.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$DefaultLookupContext$4.java/[CN]/	org_gradle_internal_util_BiFunction.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$FactoryMethodService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$FactoryService.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$FactoryService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$SingletonService.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$FixedInstanceService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$SingletonService.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$ManagedObjectProvider.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$Provider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$OwnServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$Provider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$ParameterizedTypeSpec.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$TypeSpec.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$ParentServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$Provider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$ParentServices$1.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$ServiceProvider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$Provider.java/[CN]/	org_gradle_internal_concurrent_Stoppable.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$SingletonService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$ManagedObjectProvider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$SingletonService.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry$ServiceProvider.java/[CN]/
org_gradle_internal_service_DefaultServiceRegistry$TypeSpec.java/[CN]/	org_gradle_api_specs_Spec.java/[CN]/
org_gradle_internal_service_ServiceCreationException.java/[CN]/	org_gradle_internal_service_ServiceLookupException.java/[CN]/
org_gradle_internal_service_ServiceValidationException.java/[CN]/	org_gradle_internal_service_ServiceLookupException.java/[CN]/
org_gradle_internal_service_scopes_BuildScopeServiceRegistryFactory.java/[CN]/	org_gradle_internal_service_scopes_ServiceRegistryFactory.java/[CN]/
org_gradle_internal_service_scopes_BuildScopeServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry.java/[CN]/
org_gradle_internal_service_scopes_BuildScopeServices$1.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_internal_service_scopes_BuildScopeServices$2.java/[CN]/	org_gradle_cache_CacheValidator.java/[CN]/
org_gradle_internal_service_scopes_BuildScopeServices$3.java/[CN]/	org_gradle_internal_concurrent_Stoppable.java/[CN]/
org_gradle_internal_service_scopes_BuildScopeServices$DependencyMetaDataProviderImpl.java/[CN]/	org_gradle_api_internal_artifacts_configurations_DependencyMetaDataProvider.java/[CN]/
org_gradle_internal_service_scopes_BuildSessionScopeServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry.java/[CN]/
org_gradle_internal_service_scopes_BuildSessionScopeServices$1.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_internal_service_scopes_DefaultGradleUserHomeScopeServiceRegistry.java/[CN]/	org_gradle_internal_service_scopes_GradleUserHomeScopeServiceRegistry.java/[CN]/
org_gradle_internal_service_scopes_DefaultGradleUserHomeScopeServiceRegistry$1$1.java/[CN]/	org_gradle_initialization_GradleUserHomeDirProvider.java/[CN]/
org_gradle_internal_service_scopes_GlobalScopeServices$1.java/[CN]/	org_gradle_internal_environment_GradleBuildEnvironment.java/[CN]/
org_gradle_internal_service_scopes_GradleScopeServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry.java/[CN]/
org_gradle_internal_service_scopes_GradleScopeServices$1.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_internal_service_scopes_GradleScopeServices$2.java/[CN]/	org_gradle_api_internal_artifacts_dsl_dependencies_ProjectFinder.java/[CN]/
org_gradle_internal_service_scopes_GradleScopeServices$3.java/[CN]/	org_gradle_internal_Factory.java/[CN]/
org_gradle_internal_service_scopes_GradleScopeServices$4.java/[CN]/	org_gradle_internal_service_scopes_ServiceRegistryFactory.java/[CN]/
org_gradle_internal_service_scopes_ProjectScopeServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry.java/[CN]/
org_gradle_internal_service_scopes_ProjectScopeServices$1.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_internal_service_scopes_ProjectScopeServices$2.java/[CN]/	org_gradle_internal_Factory.java/[CN]/
org_gradle_internal_service_scopes_ProjectScopeServices$3.java/[CN]/	org_gradle_api_internal_artifacts_dsl_dependencies_ProjectFinder.java/[CN]/
org_gradle_internal_service_scopes_ProjectScopeServices$4.java/[CN]/	org_gradle_internal_service_scopes_ServiceRegistryFactory.java/[CN]/
org_gradle_internal_service_scopes_ProjectScopeServices$ProjectBackedModuleMetaDataProvider.java/[CN]/	org_gradle_api_internal_artifacts_configurations_DependencyMetaDataProvider.java/[CN]/
org_gradle_internal_service_scopes_SettingsScopeServices.java/[CN]/	org_gradle_internal_service_DefaultServiceRegistry.java/[CN]/
org_gradle_internal_text_TreeFormatter.java/[CN]/	org_gradle_util_TreeVisitor.java/[CN]/
org_gradle_internal_text_TreeFormatter$1.java/[CN]/	org_gradle_internal_logging_text_AbstractStyledTextOutput.java/[CN]/
org_gradle_internal_typeconversion_CharSequenceNotationConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_CharSequenceNotationParser.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_ClosureToSpecNotationConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_CompositeNotationConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter.java/[CN]/	org_gradle_internal_typeconversion_TypeConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$1.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$CharSequenceConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$BigDecimalNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$BigIntegerNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$BooleanConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$CharSequenceConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$ByteNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$CharSequenceConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$CharacterConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$CharSequenceConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$DoubleNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$FloatNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$IntegerNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$LongNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$ShortNumberConverter.java/[CN]/	org_gradle_internal_typeconversion_DefaultTypeConverter$NumberConverter.java/[CN]/
org_gradle_internal_typeconversion_DefaultTypeConverter$StringConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_EnumFromCharSequenceNotationParser.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_EnumFromCharSequenceNotationParser$1.java/[CN]/	org_gradle_api_specs_Spec.java/[CN]/
org_gradle_internal_typeconversion_EnumFromCharSequenceNotationParser$2.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_typeconversion_ErrorHandlingNotationParser.java/[CN]/	org_gradle_internal_typeconversion_NotationParser.java/[CN]/
org_gradle_internal_typeconversion_FlatteningNotationParser.java/[CN]/	org_gradle_internal_typeconversion_NotationParser.java/[CN]/
org_gradle_internal_typeconversion_JustReturningConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_MapNotationConverter.java/[CN]/	org_gradle_internal_typeconversion_TypedNotationConverter.java/[CN]/
org_gradle_internal_typeconversion_NotationConverterToNotationParserAdapter.java/[CN]/	org_gradle_internal_typeconversion_NotationParser.java/[CN]/
org_gradle_internal_typeconversion_NotationConverterToNotationParserAdapter$ResultImpl.java/[CN]/	org_gradle_internal_typeconversion_NotationConvertResult.java/[CN]/
org_gradle_internal_typeconversion_TypeFilteringNotationConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_TypedNotationConverter.java/[CN]/	org_gradle_internal_typeconversion_NotationConverter.java/[CN]/
org_gradle_internal_typeconversion_UnsupportedNotationException.java/[CN]/	org_gradle_internal_typeconversion_TypeConversionException.java/[CN]/
org_gradle_internal_xml_SimpleXmlWriter.java/[CN]/	org_gradle_internal_xml_SimpleMarkupWriter.java/[CN]/
org_gradle_internal_xml_XmlTransformer.java/[CN]/	org_gradle_api_Transformer.java/[CN]/
org_gradle_internal_xml_XmlTransformer$1.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_internal_xml_XmlTransformer$2.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_internal_xml_XmlTransformer$XmlProviderImpl.java/[CN]/	org_gradle_api_XmlProvider.java/[CN]/
org_gradle_invocation_DefaultGradle.java/[CN]/	org_gradle_api_internal_GradleInternal.java/[CN]/
org_gradle_invocation_DefaultGradle.java/[CN]/	org_gradle_api_internal_project_AbstractPluginAware.java/[CN]/
org_gradle_invocation_DefaultGradle$1.java/[CN]/	org_gradle_BuildAdapter.java/[CN]/
org_gradle_invocation_DefaultGradle$2.java/[CN]/	org_gradle_api_Action.java/[CN]/
org_gradle_ivy_IvyDescriptorArtifact.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_ivy_IvyDescriptorArtifact.java/[CN]/	org_gradle_api_component_Artifact.java/[CN]/
org_gradle_ivy_IvyModule.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_ivy_IvyModule.java/[CN]/	org_gradle_api_component_Component.java/[CN]/
org_gradle_ivy_package-info.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_ClassDirectoryBinarySpec.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_ClassDirectoryBinarySpec.java/[CN]/	org_gradle_jvm_JvmBinarySpec.java/[CN]/
org_gradle_jvm_Classpath.java/[CN]/	org_gradle_api_Buildable.java/[CN]/
org_gradle_jvm_Classpath.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JarBinarySpec.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JarBinarySpec.java/[CN]/	org_gradle_jvm_JvmBinarySpec.java/[CN]/
org_gradle_jvm_JarBinarySpec.java/[CN]/	org_gradle_platform_base_LibraryBinarySpec.java/[CN]/
org_gradle_jvm_JarBinarySpec$TasksCollection.java/[CN]/	org_gradle_platform_base_BinaryTasksCollection.java/[CN]/
org_gradle_jvm_JvmApiSpec.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmApiSpec.java/[CN]/	org_gradle_model_internal_core_UnmanagedStruct.java/[CN]/
org_gradle_jvm_JvmBinarySpec.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmBinarySpec.java/[CN]/	org_gradle_platform_base_BinarySpec.java/[CN]/
org_gradle_jvm_JvmByteCode.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmByteCode.java/[CN]/	org_gradle_platform_base_TransformationFileType.java/[CN]/
org_gradle_jvm_JvmComponentSpec.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmComponentSpec.java/[CN]/	org_gradle_platform_base_ComponentSpec.java/[CN]/
org_gradle_jvm_JvmLibrary.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmLibrary.java/[CN]/	org_gradle_platform_base_Library.java/[CN]/
org_gradle_jvm_JvmLibrarySpec.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmLibrarySpec.java/[CN]/	org_gradle_jvm_JvmComponentSpec.java/[CN]/
org_gradle_jvm_JvmLibrarySpec.java/[CN]/	org_gradle_platform_base_LibrarySpec.java/[CN]/
org_gradle_jvm_JvmLibrarySpec.java/[CN]/	org_gradle_platform_base_PlatformAwareComponentSpec.java/[CN]/
org_gradle_jvm_JvmResources.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_JvmResources.java/[CN]/	org_gradle_platform_base_TransformationFileType.java/[CN]/
org_gradle_jvm_package-info.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_application_scripts_JavaAppStartScriptGenerationDetails.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_application_scripts_ScriptGenerator.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_application_scripts_TemplateBasedScriptGenerator.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_application_scripts_TemplateBasedScriptGenerator.java/[CN]/	org_gradle_jvm_application_scripts_ScriptGenerator.java/[CN]/
org_gradle_jvm_application_scripts_package-info.java/[CN]/	org_gradle_api_Incubating.java/[CN]/
org_gradle_jvm_application_tasks_CreateStartScripts.java/[CN]/	org_gradle_api_internal_ConventionTask.java/[CN]/
org_gradle_jvm_internal_AbstractJvmBinaryRenderer.java/[CN]/	org_gradle_api_reporting_components_internal_AbstractBinaryRenderer.java/[CN]/
org_gradle_jvm_internal_DefaultClasspath.java/[CN]/	org_gradle_jvm_Classpath.java/[CN]/
org_gradle_jvm_internal_DefaultJarBinarySpec.java/[CN]/	org_gradle_jvm_internal_DefaultJvmBinarySpec.java/[CN]/
org_gradle_jvm_internal_DefaultJarBinarySpec.java/[CN]/	org_gradle_jvm_internal_JarBinarySpecInternal.java/[CN]/
org_gradle_jvm_internal_DefaultJarBinarySpec$DefaultTasksCollection.java/[CN]/	org_gradle_jvm_JarBinarySpec$TasksCollection.java/[CN]/
