Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::makeOneCol(org.apache.hive.hcatalog.templeton.ColumnDesc):java.lang.String	org.apache.hive.hcatalog.templeton.ColumnDesc	0/3	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::makeOneClusterSort(org.apache.hive.hcatalog.templeton.TableDesc.ClusterSortOrderDesc):java.lang.String	org.apache.hive.hcatalog.templeton.TableDesc.ClusterSortOrderDesc	0/2	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::createTableLike(java.lang.String, java.lang.String, org.apache.hive.hcatalog.templeton.TableLikeDesc):javax.ws.rs.core.Response	org.apache.hive.hcatalog.templeton.TableLikeDesc	1/6	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::addOnePartition(java.lang.String, java.lang.String, java.lang.String, org.apache.hive.hcatalog.templeton.PartitionDesc):javax.ws.rs.core.Response	org.apache.hive.hcatalog.templeton.PartitionDesc	1/5	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::addOneColumn(java.lang.String, java.lang.String, java.lang.String, org.apache.hive.hcatalog.templeton.ColumnDesc):javax.ws.rs.core.Response	org.apache.hive.hcatalog.templeton.ColumnDesc	1/5	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::addOneTableProperty(java.lang.String, java.lang.String, java.lang.String, org.apache.hive.hcatalog.templeton.TablePropertyDesc):javax.ws.rs.core.Response	org.apache.hive.hcatalog.templeton.TablePropertyDesc	1/4	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::makeClusteredBy(org.apache.hive.hcatalog.templeton.TableDesc.ClusteredByDesc):java.lang.String	org.apache.hive.hcatalog.templeton.TableDesc.ClusteredByDesc	1/3	
Move Method	org.apache.hive.hcatalog.templeton.Main::makeAuthFilter():org.eclipse.jetty.servlet.FilterHolder	org.apache.hive.hcatalog.templeton.AppConfig	1/3	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::makeSerdeFormat(org.apache.hive.hcatalog.templeton.TableDesc.SerdeDesc):java.lang.String	org.apache.hive.hcatalog.templeton.TableDesc.SerdeDesc	1/2	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::makeStoredBy(org.apache.hive.hcatalog.templeton.TableDesc.StoredByDesc):java.lang.String	org.apache.hive.hcatalog.templeton.TableDesc.StoredByDesc	1/2	
Move Method	org.apache.hive.hcatalog.templeton.tool.LogRetriever::logAttempt(java.lang.String, org.apache.hive.hcatalog.templeton.tool.LogRetriever.AttemptInfo, java.lang.String):void	org.apache.hive.hcatalog.templeton.tool.LogRetriever.AttemptInfo	1/2	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::createDatabase(java.lang.String, org.apache.hive.hcatalog.templeton.DatabaseDesc):javax.ws.rs.core.Response	org.apache.hive.hcatalog.templeton.DatabaseDesc	2/7	
Move Method	org.apache.hive.hcatalog.templeton.HcatDelegator::makeRowFormat(org.apache.hive.hcatalog.templeton.TableDesc.RowFormatDesc):java.lang.String	org.apache.hive.hcatalog.templeton.TableDesc.RowFormatDesc	2/5	
