Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.facebook.presto.sql.planner.optimizations.TransformUncorrelatedInPredicateSubqueryToSemiJoin.InsertSemiJoinRewriter::appendIdentityProjection(com.facebook.presto.sql.planner.plan.ProjectNode, com.facebook.presto.sql.planner.Symbol):com.facebook.presto.sql.planner.plan.ProjectNode	com.facebook.presto.sql.planner.plan.ProjectNode	0/4	
Move Method	com.facebook.presto.operator.aggregation.AccumulatorCompiler::generateAccumulatorFactoryBinder(com.facebook.presto.operator.aggregation.AggregationMetadata, com.facebook.presto.bytecode.DynamicClassLoader):com.facebook.presto.operator.aggregation.GenericAccumulatorFactoryBinder	com.facebook.presto.operator.aggregation.AggregationMetadata	0/3	
Move Method	com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark::benchmarkLikeJoni(com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark.DotStarAroundData):boolean	com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark.DotStarAroundData	0/2	
Move Method	com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark::benchmarkLikeRe2J(com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark.DotStarAroundData):boolean	com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark.DotStarAroundData	0/2	
Move Method	com.facebook.presto.operator.scalar.StringFunctionsBenchmark::benchmarkSubstringStart(com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData):io.airlift.slice.Slice	com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData	0/2	
Move Method	com.facebook.presto.operator.scalar.StringFunctionsBenchmark::benchmarkSubstringStartLength(com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData):io.airlift.slice.Slice	com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData	0/2	
Move Method	com.facebook.presto.operator.scalar.StringFunctionsBenchmark::benchmarkSubstringStartFromEnd(com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData):io.airlift.slice.Slice	com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData	0/2	
Move Method	com.facebook.presto.operator.scalar.StringFunctionsBenchmark::benchmarkSubstringStartLengthFromEnd(com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData):io.airlift.slice.Slice	com.facebook.presto.operator.scalar.StringFunctionsBenchmark.BenchmarkData	0/2	
Move Method	com.facebook.presto.sql.gen.NullIfCodeGenerator::cast(com.facebook.presto.sql.gen.BytecodeGeneratorContext, com.facebook.presto.bytecode.BytecodeNode, com.facebook.presto.spi.type.Type, com.facebook.presto.spi.type.TypeSignature):com.facebook.presto.bytecode.BytecodeNode	com.facebook.presto.sql.gen.BytecodeGeneratorContext	0/2	
Move Method	com.facebook.presto.sql.planner.InputExtractor::createInput(com.facebook.presto.metadata.TableMetadata, java.util.Optional<com.facebook.presto.metadata.TableLayoutHandle>, java.util.Set<com.facebook.presto.execution.Column>):com.facebook.presto.execution.Input	com.facebook.presto.metadata.TableMetadata	0/2	
