Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.navercorp.pinpoint.profiler.DefaultAgent::addCommandService(com.navercorp.pinpoint.profiler.receiver.CommandDispatcher, com.navercorp.pinpoint.bootstrap.context.TraceContext):void	com.navercorp.pinpoint.profiler.receiver.CommandDispatcher	0/2	
Move Method	com.navercorp.pinpoint.profiler.sender.PartitionedByteBufferLocator.Builder::chechRangeValidation(com.navercorp.pinpoint.profiler.sender.PartitionedByteBufferLocator.Index, int):void	com.navercorp.pinpoint.profiler.sender.PartitionedByteBufferLocator.Index	0/2	
Move Method	com.navercorp.pinpoint.profiler.sender.planer.AbstractSpanStreamSendDataPlaner::needFlush(com.navercorp.pinpoint.profiler.sender.SpanStreamSendData, int, int):boolean	com.navercorp.pinpoint.profiler.sender.SpanStreamSendData	0/2	
Move Method	com.navercorp.pinpoint.profiler.instrument.ASMAspectWeaver::findMethodNodes(com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter):com.navercorp.pinpoint.profiler.instrument.ASMAspectWeaver.MethodNodes	com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter	0/1	
Move Method	com.navercorp.pinpoint.profiler.instrument.ASMAspectWeaver::copyUtilMethods(com.navercorp.pinpoint.profiler.instrument.ASMAspectWeaver.MethodNodes, com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter):void	com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter	0/1	
Move Method	com.navercorp.pinpoint.profiler.context.SpanChunkFactory::create(java.util.List<com.navercorp.pinpoint.profiler.context.SpanEvent>):com.navercorp.pinpoint.profiler.context.SpanChunk	com.navercorp.pinpoint.profiler.AgentInformation	1/4	
Move Method	com.navercorp.pinpoint.profiler.AgentInfoSender::createTJvmInfo():com.navercorp.pinpoint.thrift.dto.TJvmInfo	com.navercorp.pinpoint.profiler.JvmInformation	1/2	
Move Method	com.navercorp.pinpoint.profiler.instrument.PlainClassLoaderHandler::createClassPool(java.lang.ClassLoader):javassist.ClassPool	com.navercorp.pinpoint.profiler.plugin.PluginConfig	1/2	
Move Method	com.navercorp.pinpoint.profiler.instrument.ASMAspectWeaver::copyPointCutMethods(com.navercorp.pinpoint.profiler.instrument.ASMAspectWeaver.MethodNodes, com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter):void	com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter	2/3	
Move Method	com.navercorp.pinpoint.profiler.sender.planer.AbstractSpanStreamSendDataPlaner::getNeedsChunkCount(com.navercorp.pinpoint.profiler.sender.SpanStreamSendData, int):int	com.navercorp.pinpoint.profiler.sender.PartitionedByteBufferLocator	2/3	
