Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.cassandra.cql3.statements.CFStatement::keyspace():java.lang.String	org.apache.cassandra.cql3.KeyspaceElementName	1/2	
Move Method	org.apache.cassandra.cql3.statements.SelectStatement::getPager(org.apache.cassandra.db.ReadQuery, org.apache.cassandra.cql3.QueryOptions):org.apache.cassandra.service.pager.QueryPager	org.apache.cassandra.cql3.QueryOptions	1/2	
Move Method	org.apache.cassandra.cql3.statements.SelectStatement::getRequestedRows(org.apache.cassandra.cql3.QueryOptions):java.util.NavigableSet<org.apache.cassandra.db.Clustering>	org.apache.cassandra.cql3.restrictions.StatementRestrictions	1/2	
Move Method	org.apache.cassandra.cql3.statements.SelectStatement.RawStatement::getAggregationSpecification(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.cql3.selection.Selection, org.apache.cassandra.cql3.restrictions.StatementRestrictions, boolean):org.apache.cassandra.db.aggregation.AggregationSpecification	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.cql3.statements.SelectStatement.RawStatement::getOrderingIndex(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.cql3.selection.Selection):java.util.Map<org.apache.cassandra.cql3.ColumnIdentifier,java.lang.Integer>	org.apache.cassandra.cql3.selection.Selection	1/2	
Move Method	org.apache.cassandra.cql3.statements.UpdatesCollector::getMutation(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.db.DecoratedKey, org.apache.cassandra.db.ConsistencyLevel):org.apache.cassandra.db.Mutation	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.db.ColumnFamilyStore::invalidateCaches():void	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.db.ColumnFamilyStore::isRowCacheEnabled():boolean	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.db.CounterMutation::getCounterLockKeys():java.lang.Iterable<java.lang.Object>	org.apache.cassandra.db.Mutation	1/2	
Move Method	org.apache.cassandra.db.CounterMutation::updateWithCurrentValue(org.apache.cassandra.db.partitions.PartitionUpdate.CounterMark, org.apache.cassandra.db.ClockAndCount, org.apache.cassandra.db.ColumnFamilyStore):void	org.apache.cassandra.db.ClockAndCount	1/2	
Move Method	org.apache.cassandra.db.Memtable::createFlushRunnables(java.util.List<org.apache.cassandra.dht.Range<org.apache.cassandra.dht.Token>>, org.apache.cassandra.db.lifecycle.LifecycleTransaction):java.util.List<org.apache.cassandra.db.Memtable.FlushRunnable>	org.apache.cassandra.db.ColumnFamilyStore	1/2	
Move Method	org.apache.cassandra.db.Serializers::oldFormatSerializer(org.apache.cassandra.io.sstable.format.Version):org.apache.cassandra.io.ISerializer<org.apache.cassandra.db.ClusteringPrefix>	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.db.commitlog.CommitLogReplayer::pointInTimeExceeded(org.apache.cassandra.db.Mutation):boolean	org.apache.cassandra.db.commitlog.CommitLogArchiver	1/2	
Move Method	org.apache.cassandra.db.commitlog.CommitLogSegmentManagerCDC::updateCDCTotalSize():long	org.apache.cassandra.db.commitlog.CommitLogSegmentManagerCDC.CDCSizeTracker	1/2	
Move Method	org.apache.cassandra.db.compaction.CompactionController::openDataFile(org.apache.cassandra.io.sstable.format.SSTableReader):org.apache.cassandra.io.util.FileDataInput	org.apache.cassandra.io.sstable.format.SSTableReader	1/2	
Move Method	org.apache.cassandra.db.compaction.CompactionLogger::formatSSTable(org.apache.cassandra.db.compaction.AbstractCompactionStrategy, org.apache.cassandra.io.sstable.format.SSTableReader):org.codehaus.jackson.JsonNode	org.apache.cassandra.io.sstable.format.SSTableReader	1/2	
Move Method	org.apache.cassandra.db.compaction.CompactionManager::finishCompactionsAndShutdown(long, java.util.concurrent.TimeUnit):void	org.apache.cassandra.concurrent.JMXEnabledThreadPoolExecutor	1/2	
Move Method	org.apache.cassandra.db.lifecycle.LifecycleTransaction::unmarkCompacting(java.util.Set<org.apache.cassandra.io.sstable.format.SSTableReader>, java.lang.Throwable):java.lang.Throwable	org.apache.cassandra.db.lifecycle.Tracker	1/2	
Move Method	org.apache.cassandra.db.rows.UnfilteredRowIteratorWithLowerBound::canUseMetadataLowerBound():boolean	org.apache.cassandra.io.sstable.format.SSTableReader	1/2	
Move Method	org.apache.cassandra.db.rows.UnfilteredSerializer::serializedSize(org.apache.cassandra.db.rows.RangeTombstoneMarker, org.apache.cassandra.db.SerializationHeader, long, int):long	org.apache.cassandra.db.SerializationHeader	1/2	
Move Method	org.apache.cassandra.hints.HintsDispatchExecutor.TransferHintsTask::transfer(java.util.UUID):boolean	org.apache.cassandra.hints.HintsCatalog	1/2	
Move Method	org.apache.cassandra.index.SecondaryIndexManager::createInstance(org.apache.cassandra.schema.IndexMetadata):org.apache.cassandra.index.Index	org.apache.cassandra.schema.IndexMetadata	1/2	
Move Method	org.apache.cassandra.index.internal.CassandraIndexSearcher::makeIndexBound(java.nio.ByteBuffer, org.apache.cassandra.db.ClusteringBound):org.apache.cassandra.db.ClusteringBound	org.apache.cassandra.db.ClusteringBound	1/2	
Move Method	org.apache.cassandra.index.sasi.disk.OnDiskIndexBuilder.MutableLevel::flushMetadata(com.carrotsearch.hppc.LongArrayList):void	org.apache.cassandra.io.util.BufferedDataOutputStreamPlus	1/2	
Move Method	org.apache.cassandra.io.sstable.Descriptor::filenameFor(org.apache.cassandra.io.sstable.Component):java.lang.String	org.apache.cassandra.io.sstable.Component	1/2	
Move Method	org.apache.cassandra.io.sstable.Descriptor::relativeFilenameFor(org.apache.cassandra.io.sstable.Component):java.lang.String	org.apache.cassandra.io.sstable.Component	1/2	
Move Method	org.apache.cassandra.io.sstable.format.SSTableReader::setReplaced():void	org.apache.cassandra.io.sstable.format.SSTableReader.InstanceTidier	1/2	
Move Method	org.apache.cassandra.io.sstable.format.SSTableReader::isReplaced():boolean	org.apache.cassandra.io.sstable.format.SSTableReader.InstanceTidier	1/2	
Move Method	org.apache.cassandra.io.sstable.format.SSTableReader::runOnClose(java.lang.Runnable):void	org.apache.cassandra.io.sstable.format.SSTableReader.InstanceTidier	1/2	
Move Method	org.apache.cassandra.io.sstable.format.SSTableReader::estimatedKeysForRanges(java.util.Collection<org.apache.cassandra.dht.Range<org.apache.cassandra.dht.Token>>):long	org.apache.cassandra.io.sstable.IndexSummary	1/2	
Move Method	org.apache.cassandra.io.sstable.format.SSTableReader::getAvgColumnSetPerRow():int	org.apache.cassandra.io.sstable.metadata.StatsMetadata	1/2	
Move Method	org.apache.cassandra.io.util.FileHandle.Builder::maybeCached(org.apache.cassandra.io.util.ChunkReader):org.apache.cassandra.io.util.RebuffererFactory	org.apache.cassandra.cache.ChunkCache	1/2	
Move Method	org.apache.cassandra.locator.AbstractReplicationStrategy::getAddressRanges(org.apache.cassandra.locator.TokenMetadata):com.google.common.collect.Multimap<java.net.InetAddress,org.apache.cassandra.dht.Range<org.apache.cassandra.dht.Token>>	org.apache.cassandra.locator.TokenMetadata	1/2	
Move Method	org.apache.cassandra.locator.AbstractReplicationStrategy::getRangeAddresses(org.apache.cassandra.locator.TokenMetadata):com.google.common.collect.Multimap<org.apache.cassandra.dht.Range<org.apache.cassandra.dht.Token>,java.net.InetAddress>	org.apache.cassandra.locator.TokenMetadata	1/2	
Move Method	org.apache.cassandra.net.MessagingService::incrementDroppedMessages(org.apache.cassandra.net.MessagingService.DroppedMessages, long, boolean):void	org.apache.cassandra.metrics.DroppedMessageMetrics	1/2	
Move Method	org.apache.cassandra.schema.Types.Builder::add(org.apache.cassandra.db.marshal.UserType):org.apache.cassandra.schema.Types.Builder	org.apache.cassandra.db.marshal.UserType	1/2	
Move Method	org.apache.cassandra.service.ClientState::checkPermissionOnResourceChain(org.apache.cassandra.auth.Permission, org.apache.cassandra.auth.IResource):void	org.apache.cassandra.auth.AuthenticatedUser	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyCreateColumnFamily(org.apache.cassandra.config.CFMetaData):void	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyCreateView(org.apache.cassandra.config.ViewDefinition):void	org.apache.cassandra.config.ViewDefinition	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyCreateUserType(org.apache.cassandra.db.marshal.UserType):void	org.apache.cassandra.db.marshal.UserType	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyUpdateColumnFamily(org.apache.cassandra.config.CFMetaData, boolean):void	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyUpdateView(org.apache.cassandra.config.ViewDefinition, boolean):void	org.apache.cassandra.config.ViewDefinition	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyUpdateUserType(org.apache.cassandra.db.marshal.UserType):void	org.apache.cassandra.db.marshal.UserType	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyDropColumnFamily(org.apache.cassandra.config.CFMetaData):void	org.apache.cassandra.config.CFMetaData	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyDropView(org.apache.cassandra.config.ViewDefinition):void	org.apache.cassandra.config.ViewDefinition	1/2	
Move Method	org.apache.cassandra.service.MigrationManager::notifyDropUserType(org.apache.cassandra.db.marshal.UserType):void	org.apache.cassandra.db.marshal.UserType	1/2	
Move Method	org.apache.cassandra.service.QueryState::getClientAddress():java.net.InetAddress	org.apache.cassandra.service.ClientState	1/2	
Move Method	org.apache.cassandra.service.StorageService::setGossipTokens(java.util.Collection<org.apache.cassandra.dht.Token>):void	org.apache.cassandra.gms.VersionedValue.VersionedValueFactory	1/2	
Move Method	org.apache.cassandra.streaming.ConnectionHandler::sendMessage(org.apache.cassandra.streaming.messages.StreamMessage):void	org.apache.cassandra.streaming.ConnectionHandler.OutgoingMessageHandler	1/2	
Move Method	org.apache.cassandra.thrift.CassandraServer::toInternalFilter(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.thrift.ColumnParent, org.apache.cassandra.thrift.SliceRange):org.apache.cassandra.db.filter.ClusteringIndexFilter	org.apache.cassandra.thrift.ColumnParent	1/2	
Move Method	org.apache.cassandra.thrift.CassandraServer::toInternalFilter(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.thrift.ColumnParent, org.apache.cassandra.thrift.SlicePredicate):org.apache.cassandra.db.filter.ClusteringIndexFilter	org.apache.cassandra.thrift.ColumnParent	1/2	
Move Method	org.apache.cassandra.thrift.CassandraServer::cellFromColumn(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.db.LegacyLayout.LegacyCellName, org.apache.cassandra.thrift.Column):org.apache.cassandra.db.rows.Cell	org.apache.cassandra.thrift.Column	1/2	
Move Method	org.apache.cassandra.tracing.Tracing::doneWithNonLocalSession(org.apache.cassandra.tracing.TraceState):void	org.apache.cassandra.tracing.TraceState	1/2	
Move Method	org.apache.cassandra.db.RowIndexEntryTest.Pre_C_11206_RowIndexEntry.Serializer::serialize(org.apache.cassandra.db.RowIndexEntryTest.Pre_C_11206_RowIndexEntry, org.apache.cassandra.io.util.DataOutputPlus):void	org.apache.cassandra.db.RowIndexEntryTest.Pre_C_11206_RowIndexEntry	2/6	
Move Method	org.apache.cassandra.db.RowIndexEntryTest.Pre_C_11206_RowIndexEntry.Serializer::serializedSize(org.apache.cassandra.db.RowIndexEntryTest.Pre_C_11206_RowIndexEntry):int	org.apache.cassandra.db.RowIndexEntryTest.Pre_C_11206_RowIndexEntry	2/5	
Move Method	org.apache.cassandra.db.compaction.CompactionController::getShadowIterator(org.apache.cassandra.io.sstable.format.SSTableReader, org.apache.cassandra.db.DecoratedKey, boolean):org.apache.cassandra.db.rows.UnfilteredRowIterator	org.apache.cassandra.io.sstable.format.SSTableReader	2/5	
Move Method	org.apache.cassandra.stress.report.StressMetrics::logHistograms(java.lang.String, org.apache.cassandra.stress.report.TimingInterval):void	org.apache.cassandra.stress.report.TimingInterval	2/5	
Move Method	org.apache.cassandra.cql3.UserTypes.DelayedValue::bindInternal(org.apache.cassandra.cql3.QueryOptions):java.nio.ByteBuffer[]	org.apache.cassandra.db.marshal.UserType	2/4	
Move Method	org.apache.cassandra.gms.Gossiper::applyNewStates(java.net.InetAddress, org.apache.cassandra.gms.EndpointState, org.apache.cassandra.gms.EndpointState):void	org.apache.cassandra.gms.EndpointState	2/4	
Move Method	org.apache.cassandra.config.Schema::load(org.apache.cassandra.config.CFMetaData):void	org.apache.cassandra.config.CFMetaData	2/3	
Move Method	org.apache.cassandra.cql3.restrictions.StatementRestrictions::processCustomIndexExpressions(java.util.List<org.apache.cassandra.cql3.restrictions.CustomIndexExpression>, org.apache.cassandra.cql3.VariableSpecifications, org.apache.cassandra.index.SecondaryIndexManager):void	org.apache.cassandra.config.CFMetaData	2/3	
Move Method	org.apache.cassandra.cql3.restrictions.StatementRestrictions::getRowFilter(org.apache.cassandra.index.SecondaryIndexManager, org.apache.cassandra.cql3.QueryOptions):org.apache.cassandra.db.filter.RowFilter	org.apache.cassandra.cql3.restrictions.IndexRestrictions	2/3	
Move Method	org.apache.cassandra.db.Slice::intersects(org.apache.cassandra.db.ClusteringComparator, java.util.List<java.nio.ByteBuffer>, java.util.List<java.nio.ByteBuffer>):boolean	org.apache.cassandra.db.ClusteringBound	2/3	
Move Method	org.apache.cassandra.db.Slice::toString(org.apache.cassandra.db.ClusteringComparator):java.lang.String	org.apache.cassandra.db.ClusteringBound	2/3	
Move Method	org.apache.cassandra.db.compaction.CompactionManager::parallelAllSSTableOperation(org.apache.cassandra.db.ColumnFamilyStore, org.apache.cassandra.db.compaction.CompactionManager.OneSSTableOperation, int, org.apache.cassandra.db.compaction.OperationType):org.apache.cassandra.db.compaction.CompactionManager.AllSSTableOpStatus	org.apache.cassandra.db.ColumnFamilyStore	2/3	
Move Method	org.apache.cassandra.db.compaction.CompactionManager::performAnticompaction(org.apache.cassandra.db.ColumnFamilyStore, java.util.Collection<org.apache.cassandra.dht.Range<org.apache.cassandra.dht.Token>>, org.apache.cassandra.utils.concurrent.Refs<org.apache.cassandra.io.sstable.format.SSTableReader>, org.apache.cassandra.db.lifecycle.LifecycleTransaction, long):void	org.apache.cassandra.db.lifecycle.LifecycleTransaction	2/3	
Move Method	org.apache.cassandra.db.compaction.LeveledManifest::getSSTablesForSTCS(java.util.Collection<org.apache.cassandra.io.sstable.format.SSTableReader>):java.util.List<org.apache.cassandra.io.sstable.format.SSTableReader>	org.apache.cassandra.db.compaction.SizeTieredCompactionStrategyOptions	2/3	
Move Method	org.apache.cassandra.db.rows.UnfilteredSerializer::serialize(org.apache.cassandra.db.rows.RangeTombstoneMarker, org.apache.cassandra.db.SerializationHeader, org.apache.cassandra.io.util.DataOutputPlus, long, int):void	org.apache.cassandra.db.SerializationHeader	2/3	
Move Method	org.apache.cassandra.io.util.MmappedRegions::updateState(long):void	org.apache.cassandra.io.util.MmappedRegions.State	2/3	
Move Method	org.apache.cassandra.io.util.MmappedRegions::updateState(org.apache.cassandra.io.compress.CompressionMetadata):void	org.apache.cassandra.io.compress.CompressionMetadata	2/3	
Move Method	org.apache.cassandra.streaming.StreamManager::register(org.apache.cassandra.streaming.StreamResultFuture):void	org.apache.cassandra.streaming.StreamResultFuture	2/3	
Move Method	org.apache.cassandra.streaming.StreamManager::registerReceiving(org.apache.cassandra.streaming.StreamResultFuture):void	org.apache.cassandra.streaming.StreamResultFuture	2/3	
Move Method	org.apache.cassandra.streaming.StreamSession::fileSent(org.apache.cassandra.streaming.messages.FileMessageHeader):void	org.apache.cassandra.streaming.messages.FileMessageHeader	2/3	
Move Method	org.apache.cassandra.thrift.CassandraServer::makeColumnFilter(org.apache.cassandra.config.CFMetaData, org.apache.cassandra.thrift.ColumnParent, org.apache.cassandra.thrift.SliceRange):org.apache.cassandra.db.filter.ColumnFilter	org.apache.cassandra.thrift.SliceRange	2/3	
Move Method	org.apache.cassandra.thrift.CassandraServer::internal_remove(java.nio.ByteBuffer, org.apache.cassandra.thrift.ColumnPath, long, org.apache.cassandra.thrift.ConsistencyLevel, boolean, long):void	org.apache.cassandra.thrift.ColumnPath	2/3	
Move Method	org.apache.cassandra.tools.nodetool.stats.TableStatsHolder::initializeKeyspaces(org.apache.cassandra.tools.NodeProbe, boolean, boolean, java.util.List<java.lang.String>):void	org.apache.cassandra.tools.NodeProbe	2/3	
