Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength1(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength2(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength3(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength4(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength5(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength6(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength7(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::optimizedLength256(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/4	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength1(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength2(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength3(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength4(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength5(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength6(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength7(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.stream.BenchmarkLongBitPacker::baselineLength256(com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData):java.lang.Object	com.facebook.presto.orc.stream.BenchmarkLongBitPacker.BenchmarkData	0/3	
Move Method	com.facebook.presto.orc.TestingOrcPredicate.BasicOrcPredicate::chunkMatchesStats(java.util.List<T>, com.facebook.presto.orc.metadata.ColumnStatistics):boolean	com.facebook.presto.orc.metadata.ColumnStatistics	0/1	
