Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	ch.randelshofer.media.quicktime.QuickTimeWriter.VideoTrack::writeGammaAtom(ch.randelshofer.media.quicktime.QuickTimeWriter.CompositeAtom):void	ch.randelshofer.media.quicktime.QuickTimeWriter.CompositeAtom	0/1	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeKey24(java.io.OutputStream, int[], int, int, int, int):void	ch.randelshofer.media.quicktime.DataAtomOutputStream	2/5	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeDelta24(java.io.OutputStream, int[], int[], int, int, int, int):void	ch.randelshofer.media.quicktime.DataAtomOutputStream	2/5	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeKey16(java.io.OutputStream, short[], int, int, int, int):void	ch.randelshofer.io.SeekableByteArrayOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeKey16(java.io.OutputStream, short[], int, int, int, int):void	ch.randelshofer.media.quicktime.DataAtomOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeDelta16(java.io.OutputStream, short[], short[], int, int, int, int):void	ch.randelshofer.io.SeekableByteArrayOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeDelta16(java.io.OutputStream, short[], short[], int, int, int, int):void	ch.randelshofer.media.quicktime.DataAtomOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeKey32(java.io.OutputStream, int[], int, int, int, int):void	ch.randelshofer.io.SeekableByteArrayOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeKey32(java.io.OutputStream, int[], int, int, int, int):void	ch.randelshofer.media.quicktime.DataAtomOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeDelta32(java.io.OutputStream, int[], int[], int, int, int, int):void	ch.randelshofer.io.SeekableByteArrayOutputStream	2/4	
Move Method	ch.randelshofer.media.quicktime.AppleRLEEncoder::writeDelta32(java.io.OutputStream, int[], int[], int, int, int, int):void	ch.randelshofer.media.quicktime.DataAtomOutputStream	2/4	
