Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe::serializeField(org.apache.hadoop.hive.serde2.ByteStream.Output, java.lang.Object, org.apache.hadoop.hive.serde2.objectinspector.ObjectInspector, org.apache.hadoop.hive.serde2.lazy.LazySerDeParameters):void	org.apache.hadoop.hive.serde2.lazy.LazySerDeParameters	0/5	
Move Method	org.apache.hadoop.hive.serde2.avro.AvroObjectInspectorGenerator::supportedCategories(org.apache.hadoop.hive.serde2.typeinfo.TypeInfo):boolean	org.apache.hadoop.hive.serde2.typeinfo.TypeInfo	0/1	
Move Method	org.apache.hadoop.hive.serde2.WriteBuffers::readNextByte(org.apache.hadoop.hive.serde2.WriteBuffers.Position):byte	org.apache.hadoop.hive.serde2.WriteBuffers.Position	1/2	
Move Method	org.apache.hadoop.hive.serde2.WriteBuffers::getReadPoint(org.apache.hadoop.hive.serde2.WriteBuffers.Position):long	org.apache.hadoop.hive.serde2.WriteBuffers.Position	1/2	
Move Method	org.apache.hadoop.hive.serde2.avro.AvroDeserializer::deserializeStruct(org.apache.avro.generic.GenericData.Record, org.apache.avro.Schema, org.apache.hadoop.hive.serde2.typeinfo.StructTypeInfo):java.lang.Object	org.apache.hadoop.hive.serde2.typeinfo.StructTypeInfo	1/2	
Move Method	org.apache.hadoop.hive.serde2.avro.AvroSerializer::serializeStruct(org.apache.hadoop.hive.serde2.typeinfo.StructTypeInfo, org.apache.hadoop.hive.serde2.objectinspector.StructObjectInspector, java.lang.Object, org.apache.avro.Schema):java.lang.Object	org.apache.hadoop.hive.serde2.objectinspector.StructObjectInspector	1/2	
Move Method	org.apache.hadoop.hive.serde2.io.HiveIntervalDayTimeWritable::setFromBytes(byte[], int, int, org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VInt, org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VLong):void	org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VInt	1/2	
Move Method	org.apache.hadoop.hive.serde2.io.HiveIntervalDayTimeWritable::setFromBytes(byte[], int, int, org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VInt, org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VLong):void	org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VLong	1/2	
Move Method	org.apache.hadoop.hive.serde2.io.HiveIntervalYearMonthWritable::setFromBytes(byte[], int, int, org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VInt):void	org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils.VInt	1/2	
Move Method	org.apache.hadoop.hive.serde2.WriteBuffers::ponderNextBufferToRead(org.apache.hadoop.hive.serde2.WriteBuffers.Position):void	org.apache.hadoop.hive.serde2.WriteBuffers.Position	2/3	
