Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.springframework.asm.AnnotationWriter::putAnnotations(int, org.springframework.asm.ByteVector):void	org.springframework.asm.ByteVector	0/3	
Move Method	org.springframework.core.ResolvableTypeTests.ResolvableTypeAssert::decribe(org.springframework.core.ResolvableType):java.lang.String	org.springframework.core.ResolvableType	0/2	
Move Method	org.springframework.core.annotation.AnnotationTypeMapping::validateMirrorSet(org.springframework.core.annotation.AnnotationTypeMapping.MirrorSets.MirrorSet):void	org.springframework.core.annotation.AnnotationTypeMapping.MirrorSets.MirrorSet	0/2	
Move Method	org.springframework.core.ReactiveAdapterRegistry.CoroutinesRegistrar::registerAdapters(org.springframework.core.ReactiveAdapterRegistry):void	org.springframework.core.ReactiveAdapterRegistry	0/1	
Move Method	org.springframework.core.ReactiveAdapterRegistry.ReactorRegistrar::registerAdapters(org.springframework.core.ReactiveAdapterRegistry):void	org.springframework.core.ReactiveAdapterRegistry	0/1	
Move Method	org.springframework.core.ReactiveAdapterRegistry.RxJava1Registrar::registerAdapters(org.springframework.core.ReactiveAdapterRegistry):void	org.springframework.core.ReactiveAdapterRegistry	0/1	
Move Method	org.springframework.core.ReactiveAdapterRegistry.RxJava2Registrar::registerAdapters(org.springframework.core.ReactiveAdapterRegistry):void	org.springframework.core.ReactiveAdapterRegistry	0/1	
Move Method	org.springframework.core.convert.support.GenericConversionService::convertNullSource(org.springframework.core.convert.TypeDescriptor, org.springframework.core.convert.TypeDescriptor):java.lang.Object	org.springframework.core.convert.TypeDescriptor	0/1	
Move Method	org.springframework.core.convert.support.GenericConversionService::assertNotPrimitiveTargetType(org.springframework.core.convert.TypeDescriptor, org.springframework.core.convert.TypeDescriptor):void	org.springframework.core.convert.TypeDescriptor	0/1	
Move Method	org.springframework.util.MethodInvokerTests.Greeter::greet(org.springframework.util.MethodInvokerTests.Purchaser):java.lang.String	org.springframework.util.MethodInvokerTests.Purchaser	0/1	
Move Method	org.springframework.util.MethodInvokerTests.Greeter::greet(org.springframework.util.MethodInvokerTests.Customer):java.lang.String	org.springframework.util.MethodInvokerTests.Customer	0/1	
Move Method	org.springframework.util.MethodInvokerTests.Greeter::greet(org.springframework.util.MethodInvokerTests.Regular):java.lang.String	org.springframework.util.MethodInvokerTests.Regular	0/1	
Move Method	org.springframework.asm.ClassReader::computeImplicitFrame(org.springframework.asm.Context):void	org.springframework.asm.Context	2/6	
Move Method	org.springframework.asm.SymbolTable::putConstantPool(org.springframework.asm.ByteVector):void	org.springframework.asm.ByteVector	2/3	
Move Method	org.springframework.core.annotation.TypeMappedAnnotation::getValueFromMetaAnnotation(int, boolean):java.lang.Object	org.springframework.core.annotation.AnnotationTypeMapping	2/3	
Move Method	org.springframework.core.codec.ResourceRegionEncoder::writeResourceRegion(org.springframework.core.io.support.ResourceRegion, org.springframework.core.io.buffer.DataBufferFactory, java.util.Map<java.lang.String,java.lang.Object>):reactor.core.publisher.Flux<org.springframework.core.io.buffer.DataBuffer>	org.springframework.core.io.support.ResourceRegion	2/3	
Move Method	org.springframework.core.codec.ResourceRegionEncoder::getContentRangeHeader(org.springframework.core.io.support.ResourceRegion):byte[]	org.springframework.core.io.support.ResourceRegion	2/3	
