Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.drools.workbench.models.guided.dtable.backend.util.GuidedDecisionTableUpgradeHelper1::makeNewColumn(org.drools.workbench.models.guided.dtable.shared.model.legacy.ActionInsertFactCol):org.drools.workbench.models.guided.dtable.shared.model.ActionInsertFactCol52	org.drools.workbench.models.guided.dtable.shared.model.legacy.ActionInsertFactCol	0/9	
Move Method	org.drools.workbench.models.guided.dtable.backend.util.GuidedDecisionTableUpgradeHelper1::makeNewColumn(org.drools.workbench.models.guided.dtable.shared.model.legacy.ActionSetFieldCol):org.drools.workbench.models.guided.dtable.shared.model.ActionSetFieldCol52	org.drools.workbench.models.guided.dtable.shared.model.legacy.ActionSetFieldCol	0/9	
Move Method	org.drools.workbench.models.guided.dtable.backend.util.GuidedDecisionTableUpgradeHelper1::makeNewColumn(org.drools.workbench.models.guided.dtable.shared.model.legacy.ConditionCol):org.drools.workbench.models.guided.dtable.shared.model.ConditionCol52	org.drools.workbench.models.guided.dtable.shared.model.legacy.ConditionCol	0/8	
Move Method	org.drools.workbench.models.guided.dtable.backend.util.GuidedDecisionTableUpgradeHelper1::makeNewColumn(org.drools.workbench.models.guided.dtable.shared.model.legacy.AttributeCol):org.drools.workbench.models.guided.dtable.shared.model.AttributeCol52	org.drools.workbench.models.guided.dtable.shared.model.legacy.AttributeCol	0/6	
Move Method	org.drools.workbench.models.guided.dtable.backend.util.GuidedDecisionTableUpgradeHelper1::assertConditionColumnPatternGrouping(org.drools.workbench.models.guided.dtable.shared.model.legacy.GuidedDecisionTable):void	org.drools.workbench.models.guided.dtable.shared.model.legacy.GuidedDecisionTable	0/4	
Move Method	org.drools.workbench.models.guided.dtable.backend.util.GuidedDecisionTableUpgradeHelper1::makeNewColumn(org.drools.workbench.models.guided.dtable.shared.model.legacy.MetadataCol):org.drools.workbench.models.guided.dtable.shared.model.MetadataCol52	org.drools.workbench.models.guided.dtable.shared.model.legacy.MetadataCol	0/4	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::hasVariables(org.drools.workbench.models.guided.dtable.shared.model.BRLActionColumn):boolean	org.drools.workbench.models.guided.dtable.shared.model.BRLActionColumn	0/1	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::doAction(java.util.List<org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence.LabelledAction>, org.drools.workbench.models.guided.dtable.shared.model.ActionWorkItemCol52, java.lang.String):void	org.drools.workbench.models.guided.dtable.shared.model.ActionWorkItemCol52	0/1	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::hasVariables(org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn):boolean	org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn	0/1	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::doFindByFactPattern(java.util.List<org.drools.workbench.models.datamodel.rule.IPattern>, org.drools.workbench.models.guided.dtable.shared.model.Pattern52):org.drools.workbench.models.datamodel.rule.IPattern	org.drools.workbench.models.guided.dtable.shared.model.Pattern52	0/1	
Move Method	org.drools.workbench.models.guided.dtable.shared.model.BaseBRLTest::whenBRLFactPatternHasAField(org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn, java.lang.String, java.lang.String, java.lang.String):org.drools.workbench.models.datamodel.rule.SingleFieldConstraint	org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn	0/1	
Move Method	org.drools.workbench.models.guided.dtable.shared.model.BaseBRLTest::whenBRLFromCompositeFactPatternHasAField(org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn, java.lang.String, java.lang.String, java.lang.String):org.drools.workbench.models.datamodel.rule.SingleFieldConstraint	org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn	0/1	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::doAction(java.util.List<org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence.LabelledAction>, org.drools.workbench.models.guided.dtable.shared.model.ActionWorkItemInsertFactCol52, java.lang.String):void	org.drools.workbench.models.guided.dtable.shared.model.ActionWorkItemInsertFactCol52	1/8	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::doAction(java.util.List<org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence.LabelledAction>, org.drools.workbench.models.guided.dtable.shared.model.ActionWorkItemSetFieldCol52, java.lang.String):void	org.drools.workbench.models.guided.dtable.shared.model.ActionWorkItemSetFieldCol52	1/7	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::doAction(java.util.List<org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence.LabelledAction>, org.drools.workbench.models.guided.dtable.shared.model.ActionInsertFactCol52, java.lang.String):void	org.drools.workbench.models.guided.dtable.shared.model.ActionInsertFactCol52	1/5	
Move Method	org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence::doAction(java.util.List<org.drools.workbench.models.guided.dtable.backend.GuidedDTDRLPersistence.LabelledAction>, org.drools.workbench.models.guided.dtable.shared.model.ActionSetFieldCol52, java.lang.String):void	org.drools.workbench.models.guided.dtable.shared.model.ActionSetFieldCol52	1/4	
Move Method	org.drools.workbench.models.guided.dtable.shared.hitpolicy.DecisionTableHitPolicyEnhancer::addActivationGroup(java.lang.String):void	org.drools.workbench.models.guided.dtable.shared.model.GuidedDecisionTable52	1/4	
