Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.hive.beeline.ClientCommandHookFactory::getHook(org.apache.hive.beeline.BeeLine, java.lang.String):org.apache.hive.beeline.ClientHook	org.apache.hive.beeline.BeeLine	0/2	
Move Method	org.apache.hive.beeline.Commands::addConf(org.apache.hive.beeline.Rows.Row, org.apache.hadoop.hive.conf.HiveConf):void	org.apache.hive.beeline.Rows.Row	0/2	
Move Method	org.apache.hive.beeline.Commands::scan(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/9	
Move Method	org.apache.hive.beeline.Commands::metadata(java.lang.String, java.lang.String[]):boolean	org.apache.hive.beeline.BeeLine	1/8	
Move Method	org.apache.hive.beeline.Commands::help(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/8	
Move Method	org.apache.hive.beeline.Commands::commit(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/7	
Move Method	org.apache.hive.beeline.Commands::rollback(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/7	
Move Method	org.apache.hive.beeline.Commands::dropall(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/6	
Move Method	org.apache.hive.beeline.Commands::dbinfo(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/6	
Move Method	org.apache.hive.beeline.Commands::batch(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/6	
Move Method	org.apache.hive.beeline.Commands::list(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/6	
Move Method	org.apache.hive.beeline.Commands::startScript(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/6	
Move Method	org.apache.hive.beeline.Commands::startRecording(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/6	
Move Method	org.apache.hive.beeline.TableOutputFormat::getOutputString(org.apache.hive.beeline.Rows, org.apache.hive.beeline.Rows.Row, java.lang.String):org.apache.hive.beeline.ColorBuffer	org.apache.hive.beeline.Rows.Row	1/6	
Move Method	org.apache.hive.beeline.Commands::isolation(java.lang.String):boolean	org.apache.hive.beeline.BeeLine	1/5	
